routine,t_avg,t_std,t_med,n
vis_sat_1_0,0.025,0.012,0.025,6940
therm_sat_1_0,0.025,0.011,0.025,6768
vis_sat_0_1,0.025,0.009,0.025,6905
therm_sat_0_0,0.025,0.012,0.025,6793
vis_sat_0_0,0.025,0.008,0.025,6909
sar_sat_1_0,0.025,0.009,0.025,6850
vis_sat_1_1,0.025,0.01,0.025,6921
sar_sat_0_0,0.025,0.009,0.025,6785
query_measurement_data,0.011,0.004,0.009,9273
