routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,976
_wait_for_messages,0.0,0.0,0.0,976
_preplan,2.708,0.0,2.708,1
_replan,0.799,0.578,0.647,26
_get_next_actions,0.001,0.004,0.0,976
preplanner/__get_new_requests,0.0,0.0,0.0,976
preplanner/__update_performed_requests,0.0,0.002,0.0,976
preplanner/_calc_arrival_times,0.303,0.108,0.285,101
preplanner/__update_access_times,0.031,0.98,0.0,976
preplanner/needs_initialized_plan,0.032,0.98,0.0,976
preplanner/_get_available_requests,0.001,0.0,0.001,1
preplanner/_plan_from_path,1.102,0.0,1.102,1
preplanner/initialize_plan,2.708,0.0,2.708,1
replanner/__update_known_requests,0.194,0.21,0.129,976
replanner/__update_performed_requests,0.0,0.002,0.0,976
replanner/_calc_arrival_times,0.402,0.173,0.389,126
replanner/__update_access_times,0.054,1.369,0.001,976
replanner/needs_replanning,0.69,1.518,0.514,976
replanner/_get_available_requests,0.001,0.001,0.0,26
replanner/_plan_from_path,0.241,0.181,0.21,26
