routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,977
update_state,0.0,0.0,0.0,977
sense_environment,0.46,0.439,0.327,976
update_state_environment,0.0,0.0,0.0,976
get_environment_broadcasts,0.0,0.0,0.0,976
get_agent_broadcasts,0.0,0.0,0.0,976
sense,0.46,0.439,0.328,976
think,0.939,2.663,0.692,976
perform_state_change,0.507,0.625,0.282,945
do,0.502,0.622,0.278,976
perform_measurement,0.151,0.209,0.066,40
perform_broadcast,0.013,0.023,0.003,6
perform_wait_for_messages,0.131,0.162,0.054,35
