Eclipse times for Spacecraft with id imaging_sat_0_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
79,257
673,850
1266,1444
1859,2037
2453,2631
3046,3224
3640,3818
4233,4411
4826,5005
5420,5598
6013,6192
6607,6785
7200,7379
7793,7973
8387,8566
