routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.01,0.0,3087
update_state,0.0,0.0,0.0,3087
sense_environment,0.821,0.45,0.808,3086
update_state_environment,0.003,0.012,0.0,3086
get_environment_broadcasts,0.0,0.003,0.0,3086
get_agent_broadcasts,0.011,0.067,0.0,3086
sense,0.839,0.446,0.815,3086
think,0.456,0.405,0.385,3086
perform_broadcast,0.017,0.02,0.01,48
do,0.408,0.488,0.131,3086
perform_wait_for_messages,0.415,0.49,0.134,2987
perform_state_change,0.512,0.537,0.215,71
perform_observation,0.319,0.432,0.045,59
