routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00023,0.00395,2e-05,3086
__check_action_completion,6e-05,1e-05,6e-05,3086
preplanner/update_percepts,9e-05,3e-05,0.0001,3086
preplanner/needs_planning,0.0,0.0,0.0,3086
preplanner/calculate_access_opportunities,0.00088,0.0,0.00088,1
preplanner/_schedule_observations,0.23044,0.0,0.23044,1
preplanner/is_observation_path_valid,0.00013,0.0,0.00013,1
preplanner/_create_broadcast_path,0.11775,0.0,0.11775,1
preplanner/_schedule_broadcasts,0.56725,0.0,0.56725,1
preplanner/_schedule_maneuvers,1.35991,0.0,1.35991,1
preplanner/__schedule_periodic_replan,0.00085,0.0,0.00085,1
preplanner/generate_plan,2.16043,0.0,2.16043,1
replanner/compile_new_measurement_request_bids,3e-05,2e-05,3e-05,3086
replanner/update_percepts,0.00017,0.00052,0.00014,3086
replanner/check_request_completion,0.22831,0.2132,0.18388,3086
replanner/check_request_end_time,0.0,0.0,0.0,3086
replanner/compare_bids,0.16617,0.23101,0.07225,3086
replanner/consensus_phase,0.39451,0.35552,0.33082,3086
replanner/needs_planning,0.39454,0.35551,0.33084,3086
replanner/_get_available_requests,0.0004,0.00026,0.00039,95
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,78
replanner/_get_matching_request,1e-05,1e-05,1e-05,2779
replanner/_can_bid,0.0,0.0,0.0,1839
replanner/_schedule_maneuvers,0.75961,0.52185,0.76165,39
replanner/_create_broadcast_path,0.08046,0.04236,0.05303,42
replanner/_schedule_broadcasts,0.08694,0.04139,0.08563,39
replanner/_schedule_waits,0.0,0.0,0.0,39
replanner/generate_plan,0.84796,0.5246,0.84214,39
replanner/_can_access,0.00026,8e-05,0.00025,42
