Contacts between Entity1 with id sar_sat_1_0 with Entity2 with id therm_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
172,276
468,572
765,869
1061,1165
1358,1461
1654,1758
1951,2054
2247,2351
2544,2647
2840,2944
3137,3240
3433,3537
3729,3833
4026,4130
4322,4426
4619,4723
4915,5019
5212,5316
5508,5612
5805,5909
6101,6205
6398,6501
6694,6798
6991,7094
7287,7391
7584,7687
7880,7984
8176,8280
8473,8577
