Contacts between Entity1 with id therm_sat_0_0 with Entity2 with id therm_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,35
267,332
562,628
860,925
1155,1220
1452,1518
1748,1813
2045,2111
2341,2406
2638,2704
2934,2999
3231,3297
3527,3592
3824,3890
4120,4185
4417,4483
4713,4778
5010,5075
5305,5371
5603,5668
5898,5964
6196,6261
6491,6557
6789,6854
7084,7150
7382,7447
7677,7743
7975,8040
8270,8336
8568,8633
