Contacts between Entity1 with id therm_sat_0_0 with Entity2 with id vis_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
23,128
320,424
616,721
913,1017
1209,1314
1506,1610
1802,1907
2098,2203
2395,2500
2691,2796
2988,3093
3284,3389
3581,3685
3877,3982
4174,4278
4470,4575
4767,4871
5063,5168
5360,5464
5656,5761
5953,6057
6249,6354
6545,6650
6842,6946
7138,7243
7435,7539
7731,7836
8028,8132
8324,8429
8621,8640
