Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
13,122,,-64.9,-171.9,697.7,8.37,9.28,42.16
19,118,,-65.1,-162.1,692.4,-7.99,8.85,43.63
67,246,,-44.6,-126.2,661.4,-8.68,9.58,49.98
74,267,,-41.3,-122.9,671.3,-14.02,15.48,52.39
113,391,,-19.3,-112.8,636.9,-5.62,6.18,65.78
140,488,,-3.8,-106.6,639.3,-9.7,10.67,77.9
207,705,,33.6,-91.4,650.0,-7.76,8.54,nan
210,717,,35.5,-90.7,647.1,-4.48,4.94,nan
224,756,,43.0,-86.0,652.4,-1.7,1.88,nan
224,762,,43.9,-87.2,664.5,10.53,11.62,nan
244,794,,52.8,-75.4,666.4,-4.36,4.81,nan
283,867,,65.9,-36.1,694.4,-4.54,5.03,nan
292,866,,65.7,-23.2,715.1,-11.69,12.99,nan
310,854,,63.3,0.2,741.7,-15.38,17.15,nan
313,857,,64.3,6.9,716.7,4.44,4.94,nan
348,788,,51.3,36.2,758.9,12.62,14.11,nan
381,696,,32.4,45.6,790.4,-15.96,17.91,nan
386,686,,31.4,50.9,786.3,14.45,16.21,nan
400,643,,22.5,50.6,796.8,-15.64,17.57,nan
401,647,,22.8,53.5,768.6,5.98,6.7,nan
402,647,,22.8,53.5,769.2,6.15,6.89,nan
422,587,,11.4,57.7,771.1,3.98,4.46,nan
433,547,,5.2,58.9,772.5,-4.07,4.57,nan
437,533,,3.9,61.4,789.4,11.85,13.3,nan
457,462,,-7.4,65.6,794.5,13.49,15.16,nan
458,454,,-8.5,64.2,770.1,-1.55,1.73,nan
458,462,,-7.4,65.6,795.3,13.75,15.45,nan
462,437,,-11.3,63.0,806.9,-16.58,18.65,nan
462,450,,-9.5,66.9,810.6,17.35,19.52,nan
484,371,,-22.9,68.8,770.9,-7.19,8.06,82.79
541,196,,-52.3,89.4,738.8,-4.64,5.17,59.14
551,174,,-56.6,94.9,735.3,-6.79,7.58,56.12
557,166,,-58.2,102.4,734.6,8.59,9.58,52.43
565,140,,-62.1,107.2,723.2,-5.34,5.94,51.49
567,132,,-63.2,109.2,726.8,-8.32,9.26,51.14
568,134,,-63.0,111.1,718.5,-2.72,3.03,50.28
577,116,,-65.5,122.0,712.1,-3.08,3.42,47.94
587,101,,-68.6,135.1,737.9,-16.63,18.53,47.35
588,100,,-68.7,136.8,737.3,-16.69,18.59,47.16
589,104,,-68.4,138.3,724.9,-13.68,15.22,46.66
597,111,,-67.5,150.5,700.3,-6.04,6.71,44.58
619,142,,-62.0,179.1,682.0,4.4,4.87,42.27
636,173,,-56.6,-163.0,693.3,-14.77,16.36,45.65
637,178,,-55.9,-163.8,674.3,-7.9,8.74,44.94
654,237,,-46.6,-156.1,666.9,9.68,10.69,46.55
663,263,,-41.8,-152.5,670.6,13.13,14.5,48.64
835,789,,51.9,-102.2,663.9,-2.67,2.95,nan
849,816,,57.6,-90.8,684.8,-10.34,11.44,nan
893,867,,65.9,-36.1,709.6,-6.3,7.0,nan
