routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.004,0.004,1609
update_state,0.0,0.0,0.0,1609
sense_environment,0.16,1.299,0.097,1608
update_state_environment,0.002,0.002,0.001,1608
get_environment_broadcasts,0.0,0.0,0.0,1608
get_agent_broadcasts,0.0,0.0,0.0,1608
sense,0.167,1.299,0.105,1608
think,0.042,1.064,0.014,1608
perform_state_change,0.394,2.948,0.104,1540
do,0.421,3.067,0.107,1608
perform_measurement,0.079,0.051,0.086,71
perform_wait_for_messages,1.015,5.185,0.075,64
perform_broadcast,0.003,0.004,0.002,70
