routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.028,0.108,0.0,7144
__check_action_completion,0.0,0.004,0.0,7144
preplanner/update_percepts,0.004,0.021,0.001,7144
preplanner/needs_planning,0.0,0.0,0.0,7144
preplanner/calculate_access_times,0.989,0.0,0.989,1
preplanner/_schedule_observations,9.363,0.0,9.363,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,399.768,0.0,399.768,1
preplanner/_schedule_maneuvers,23.38,0.0,23.38,1
preplanner/__schedule_periodic_replan,0.482,0.0,0.482,1
preplanner/generate_plan,435.199,0.0,435.199,1
replanner/needs_planning,0.0,0.004,0.0,7144
