routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.016,0.091,0.0,12644
__check_action_completion,0.0,0.007,0.0,12644
preplanner/update_percepts,0.004,0.03,0.001,12644
preplanner/needs_planning,0.0,0.0,0.0,12644
preplanner/calculate_access_times,0.41,0.0,0.41,1
preplanner/_schedule_observations,121.4,0.0,121.4,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,231.044,0.0,231.044,1
preplanner/_schedule_maneuvers,26.627,0.0,26.627,1
preplanner/__schedule_periodic_replan,3.066,0.0,3.066,1
preplanner/generate_plan,385.35,0.0,385.35,1
replanner/needs_planning,0.0,0.002,0.0,12644
