routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,283
_wait_for_messages,0.0,0.0,0.0,283
_preplan,0.093,0.073,0.076,4
_get_next_actions,0.0,0.0,0.0,283
preplanner/__get_new_requests,0.0,0.001,0.0,283
preplanner/__update_performed_requests,0.0,0.0,0.0,283
preplanner/_calc_arrival_times,0.187,0.058,0.185,1142
preplanner/__update_access_times,0.756,6.226,0.0,283
preplanner/needs_initialized_plan,0.756,6.226,0.0,283
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.033,0.02,0.035,4
preplanner/initialize_plan,0.078,0.065,0.061,4
