plan_index,t_plan,instrument,t_img
1,500.0,thermal,540.0
1,500.0,thermal,610.0
1,500.0,thermal,640.0
1,500.0,thermal,880.0
2,1000.0,thermal,1020.0
2,1000.0,thermal,1230.0
3,1500.0,thermal,1590.0
3,1500.0,thermal,1830.0
3,1500.0,thermal,1920.0
4,2000.0,thermal,2350.0
4,2000.0,thermal,2410.0
5,2500.0,thermal,2620.0
5,2500.0,thermal,2840.0
5,2500.0,thermal,2990.0
9,4500.0,thermal,4540.0
9,4500.0,thermal,4710.0
10,5000.0,thermal,5160.0
10,5000.0,thermal,5390.0
10,5000.0,thermal,5400.0
11,5500.0,thermal,5600.0
11,5500.0,thermal,5970.0
12,6000.0,thermal,6060.0
12,6000.0,thermal,6340.0
12,6000.0,thermal,6470.0
14,7000.0,thermal,7030.0
14,7000.0,thermal,7110.0
14,7000.0,thermal,7120.0
14,7000.0,thermal,7270.0
14,7000.0,thermal,7340.0
14,7000.0,thermal,7440.0
14,7000.0,thermal,7500.0
18,9000.0,thermal,9080.0
18,9000.0,thermal,9120.0
18,9000.0,thermal,9180.0
18,9000.0,thermal,9230.0
18,9000.0,thermal,9380.0
22,11000.0,thermal,11300.0
22,11000.0,thermal,11500.0
23,11500.0,thermal,11510.0
23,11500.0,thermal,11650.0
23,11500.0,thermal,11740.0
24,12000.0,thermal,12070.0
24,12000.0,thermal,12440.0
25,12500.0,thermal,12600.0
25,12500.0,thermal,12670.0
25,12500.0,thermal,12710.0
27,13500.0,thermal,13620.0
27,13500.0,thermal,13700.0
28,14000.0,thermal,14310.0
28,14000.0,thermal,14420.0
29,14500.0,thermal,14610.0
29,14500.0,thermal,14640.0
29,14500.0,thermal,14660.0
29,14500.0,thermal,14810.0
29,14500.0,thermal,14890.0
29,14500.0,thermal,14940.0
30,15000.0,thermal,15060.0
30,15000.0,thermal,15270.0
30,15000.0,thermal,15330.0
33,16500.0,thermal,16660.0
33,16500.0,thermal,16740.0
33,16500.0,thermal,16920.0
34,17000.0,thermal,17220.0
34,17000.0,thermal,17240.0
34,17000.0,thermal,17260.0
34,17000.0,thermal,17320.0
34,17000.0,thermal,17360.0
34,17000.0,thermal,17440.0
35,17500.0,thermal,17520.0
35,17500.0,thermal,17530.0
35,17500.0,thermal,17790.0
35,17500.0,thermal,17840.0
37,18500.0,thermal,18520.0
37,18500.0,thermal,18930.0
38,19000.0,thermal,19170.0
38,19000.0,thermal,19290.0
38,19000.0,thermal,19450.0
38,19000.0,thermal,19480.0
40,19500.0,thermal,19850.0
40,19500.0,thermal,19860.0
40,19500.0,thermal,19890.0
41,20000.0,thermal,20100.0
41,20000.0,thermal,20370.0
42,20500.0,thermal,20590.0
42,20500.0,thermal,20600.0
42,20500.0,thermal,20730.0
42,20500.0,thermal,20910.0
43,21000.0,thermal,21100.0
43,21000.0,thermal,21130.0
43,21000.0,thermal,21250.0
43,21000.0,thermal,21350.0
46,22500.0,thermal,22630.0
46,22500.0,thermal,22770.0
46,22500.0,thermal,22790.0
48,23500.0,thermal,23680.0
48,23500.0,thermal,23690.0
49,24000.0,thermal,24160.0
49,24000.0,thermal,24310.0
49,24000.0,thermal,24500.0
52,25500.0,thermal,25790.0
52,25500.0,thermal,25830.0
54,26500.0,thermal,26690.0
54,26500.0,thermal,26840.0
56,27500.0,thermal,27590.0
56,27500.0,thermal,27830.0
57,28000.0,thermal,28070.0
57,28000.0,thermal,28370.0
58,28500.0,thermal,28530.0
58,28500.0,thermal,28610.0
58,28500.0,thermal,28680.0
58,28500.0,thermal,28920.0
58,28500.0,thermal,28990.0
59,29000.0,thermal,29020.0
59,29000.0,thermal,29290.0
60,29500.0,thermal,29570.0
60,29500.0,thermal,29710.0
60,29500.0,thermal,29780.0
61,30000.0,thermal,30030.0
61,30000.0,thermal,30040.0
61,30000.0,thermal,30170.0
61,30000.0,thermal,30220.0
61,30000.0,thermal,30260.0
61,30000.0,thermal,30430.0
61,30000.0,thermal,30490.0
62,30500.0,thermal,30520.0
62,30500.0,thermal,30920.0
62,30500.0,thermal,30950.0
65,32000.0,thermal,32050.0
65,32000.0,thermal,32180.0
65,32000.0,thermal,32380.0
66,32500.0,thermal,32630.0
66,32500.0,thermal,32790.0
66,32500.0,thermal,32830.0
66,32500.0,thermal,32870.0
66,32500.0,thermal,32880.0
66,32500.0,thermal,32950.0
67,33000.0,thermal,33030.0
67,33000.0,thermal,33140.0
67,33000.0,thermal,33320.0
68,33500.0,thermal,33880.0
68,33500.0,thermal,33910.0
71,35000.0,thermal,35080.0
71,35000.0,thermal,35160.0
71,35000.0,thermal,35430.0
72,35500.0,thermal,35660.0
72,35500.0,thermal,35880.0
72,35500.0,thermal,35900.0
72,35500.0,thermal,35940.0
73,36000.0,thermal,36170.0
73,36000.0,thermal,36410.0
73,36000.0,thermal,36440.0
74,36500.0,thermal,36630.0
74,36500.0,thermal,36710.0
74,36500.0,thermal,36900.0
74,36500.0,thermal,36940.0
75,37000.0,thermal,37320.0
75,37000.0,thermal,37470.0
76,37500.0,thermal,37820.0
76,37500.0,thermal,37900.0
77,38000.0,thermal,38110.0
77,38000.0,thermal,38140.0
77,38000.0,thermal,38280.0
78,38140.0,thermal,38280.0
79,38500.0,thermal,38600.0
79,38500.0,thermal,38910.0
79,38500.0,thermal,38980.0
81,39500.0,thermal,39630.0
81,39500.0,thermal,39750.0
85,41500.0,thermal,41510.0
85,41500.0,thermal,41780.0
85,41500.0,thermal,41920.0
86,42000.0,thermal,42080.0
86,42000.0,thermal,42410.0
86,42000.0,thermal,42480.0
87,42500.0,thermal,42740.0
87,42500.0,thermal,42950.0
88,43000.0,thermal,43010.0
88,43000.0,thermal,43150.0
89,43500.0,thermal,43560.0
89,43500.0,thermal,43800.0
89,43500.0,thermal,43970.0
90,44000.0,thermal,44010.0
