routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,1.436,1.077,1.615,2853
therm_sat_0_0_wait,1.409,1.087,1.607,2853
sar_sat_0_0_wait,1.414,1.085,1.604,2853
vis_sat_1_0_wait,1.431,1.08,1.611,2853
therm_sat_1_0_wait,1.432,1.077,1.609,2853
sar_sat_1_0_wait,1.451,1.065,1.612,2853
vis_sat_2_0_wait,1.457,1.064,1.612,2853
therm_sat_2_0_wait,1.436,1.071,1.609,2853
sar_sat_2_0_wait,1.471,1.065,1.617,2853
vis_sat_3_0_wait,1.432,1.079,1.61,2853
therm_sat_3_0_wait,1.424,1.082,1.61,2853
sar_sat_3_0_wait,1.476,1.061,1.616,2853
vis_sat_4_0_wait,1.466,1.061,1.613,2853
therm_sat_4_0_wait,1.449,1.063,1.611,2853
sar_sat_4_0_wait,1.464,1.068,1.618,2853
vis_sat_5_0_wait,1.431,1.076,1.61,2853
therm_sat_5_0_wait,1.449,1.065,1.615,2853
sar_sat_5_0_wait,1.454,1.059,1.612,2853
vis_sat_6_0_wait,1.432,1.073,1.609,2853
therm_sat_6_0_wait,1.458,1.06,1.611,2853
sar_sat_6_0_wait,1.453,1.064,1.613,2853
vis_sat_7_0_wait,1.46,1.065,1.614,2853
therm_sat_7_0_wait,1.447,1.067,1.612,2853
sar_sat_7_0_wait,1.448,1.065,1.61,2853
clock_wait,1.841,0.918,1.693,2853
sim_runtime,5253.44,0.0,5253.44,1
