routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,3001
update_state,0.0,0.0,0.0,3001
sense_environment,0.052,0.025,0.051,3000
update_state_environment,0.0,0.001,0.0,3000
get_environment_broadcasts,0.001,0.004,0.0,3000
get_agent_broadcasts,0.004,0.007,0.0,3000
sense,0.058,0.025,0.057,3000
think,0.025,0.016,0.023,3000
perform_broadcast,0.002,0.004,0.001,265
do,0.03,0.023,0.024,3000
perform_wait_for_messages,0.03,0.023,0.024,2735
perform_state_change,0.028,0.023,0.02,272
perform_observation,0.024,0.022,0.015,263
