plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,5b1c9976,2,2310.0,0.333
0,0.0,5b227094,2,2340.0,0.333
0,0.0,5b24f60c,2,2350.0,0.333
0,0.0,5b221130,2,2390.0,0.333
0,0.0,5b1a9324,2,2560.0,0.333
0,0.0,5b14753e,2,2710.0,0.333
0,0.0,5b14d786,2,2720.0,0.333
0,0.0,5b13af8c,2,2760.0,0.333
1,3600.0,5b218526,2,3630.0,0.333
1,3600.0,6e20b2e6,1,3630.0,0.103
1,3600.0,5b21b398,2,7080.0,0.333
2,7200.0,5b1b537c,2,7320.0,0.333
2,7200.0,5b1694ea,2,8380.0,0.333
2,7200.0,5b16665a,2,9260.0,0.333
3,10800.0,5b1af6ac,2,13080.0,0.333
3,10800.0,5b23e370,2,13370.0,0.333
3,10800.0,5b1fb1c4,2,14170.0,0.333
