routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.01,0.0,6788
__check_action_completion,0.0,0.0,0.0,6788
preplanner/update_percepts,0.001,0.003,0.001,6788
preplanner/needs_planning,0.0,0.0,0.0,6788
preplanner/calculate_access_times,0.221,0.0,0.221,1
preplanner/_schedule_observations,0.612,0.0,0.612,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,13.136,0.0,13.136,1
preplanner/_schedule_maneuvers,0.679,0.0,0.679,1
preplanner/__schedule_periodic_replan,0.051,0.0,0.051,1
preplanner/generate_plan,14.687,0.0,14.687,1
replanner/needs_planning,0.0,0.0,0.0,6788
