plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,b5430db0,0,20.0,0.111
1,0.0,b5430db0,0,20.0,0.111
2,0.0,b5430db0,0,20.0,0.111
3,0.0,b5430db0,0,20.0,0.111
4,0.0,b5430db0,0,20.0,0.111
5,0.0,b5430db0,0,20.0,0.111
6,0.0,b5430db0,0,20.0,0.111
7,0.0,b5430db0,0,20.0,0.111
8,20.0,b5430dc0,0,140.0,0.111
9,140.0,b5430d99,0,190.0,0.111
10,190.0,b5430dbf,0,220.0,0.111
11,220.0,b5430dc8,0,4840.0,0.105
12,4840.0,b5430db8,0,4880.0,0.105
13,4880.0,b5430dd2,0,5010.0,0.105
14,5010.0,b5430dcb,0,5170.0,0.104
15,5170.0,b5430dac,0,5790.0,0.104
16,5790.0,b5430df2,0,5810.0,0.104
17,5810.0,b5430dec,0,6080.0,0.103
18,6080.0,b5430da3,0,10940.0,0.097
19,10940.0,b5430de3,0,10990.0,0.097
20,10990.0,b5430de1,0,11020.0,0.097
21,11020.0,b5430df1,0,11050.0,0.097
22,11050.0,b5430dc3,0,11080.0,0.097
23,11080.0,b5430db5,0,11260.0,0.097
24,11260.0,b5430de6,0,12880.0,0.095
25,12880.0,2533b092,0,12890.0,0.486
26,12890.0,b5430ddc,0,12910.0,0.095
27,12910.0,b5430d95,0,12970.0,0.094
28,12970.0,b5430db1,0,13010.0,0.094
29,13010.0,b5430da9,0,13040.0,0.094
30,13040.0,b5430df6,0,13070.0,0.094
31,13070.0,b5430daf,0,13130.0,0.094
32,13130.0,b5430ded,0,13170.0,0.094
33,13170.0,b5430da8,0,18670.0,0.087
34,18670.0,828bda8a,0,18680.0,0.811
35,18680.0,b5430dd4,0,22830.0,0.082
36,22830.0,b5430dcf,0,23650.0,0.081
37,23650.0,b5430ddb,0,29640.0,0.073
38,29640.0,b5430dea,0,29690.0,0.073
39,29690.0,b5430d9a,0,29770.0,0.073
40,29770.0,b5430dde,0,30700.0,0.072
41,30700.0,b5430dad,0,35520.0,0.065
42,35520.0,b5430dd9,0,35590.0,0.065
43,35590.0,b5430db2,0,35600.0,0.065
44,35600.0,b5430db7,0,35610.0,0.065
45,35610.0,b5430da1,0,36860.0,0.064
46,36860.0,b5430de5,0,36920.0,0.064
47,36920.0,b5430da7,0,37130.0,0.063
48,37130.0,b5430deb,0,40420.0,0.059
49,40420.0,b5430de7,0,40540.0,0.059
50,40540.0,b5430da5,0,41760.0,0.057
51,41760.0,b5430df5,0,43400.0,0.055
52,43400.0,b5430dc2,0,46360.0,0.051
53,46360.0,b5430dd1,0,46420.0,0.051
54,46420.0,b5430d96,0,46470.0,0.051
55,46470.0,b5430db6,0,46510.0,0.051
56,46510.0,b5430de8,0,46640.0,0.051
57,46640.0,b5430d97,0,51120.0,0.045
58,51120.0,b5430dcc,0,52200.0,0.044
59,52200.0,b5430dee,0,52410.0,0.044
60,52410.0,b5430de0,0,57280.0,0.037
61,57280.0,b5430de4,0,58180.0,0.036
62,58180.0,b5430dd6,0,58220.0,0.036
63,58220.0,b5430de9,0,58690.0,0.036
64,58690.0,b5430dc7,0,64330.0,0.028
65,64330.0,b5430d9d,0,64360.0,0.028
66,64360.0,b5430db9,0,64380.0,0.028
67,64380.0,b5430d9f,0,64400.0,0.028
68,64400.0,b5430dbc,0,65330.0,0.027
69,65330.0,b5430df0,0,70200.0,0.021
70,70200.0,b5430ddf,0,71550.0,0.019
71,71550.0,b5430de2,0,75060.0,0.015
72,75060.0,b5430dbb,0,77120.0,0.012
73,77120.0,b5430dba,0,77420.0,0.012
74,77420.0,b5430dda,0,77830.0,0.011
75,77830.0,b5430dbd,0,82810.0,0.005
76,82810.0,b5430dd3,0,83240.0,0.004
