routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.007,0.0,919
__check_action_completion,0.0,0.0,0.0,919
preplanner/update_percepts,0.0,0.001,0.0,919
preplanner/needs_planning,0.0,0.0,0.0,919
preplanner/calculate_access_times,0.537,0.0,0.537,1
preplanner/_schedule_observations,1.157,0.0,1.157,1
preplanner/is_observation_path_valid,0.001,0.0,0.001,1
preplanner/_schedule_broadcasts,2.921,0.0,2.921,1
preplanner/_schedule_maneuvers,0.049,0.0,0.049,1
preplanner/__schedule_periodic_replan,0.072,0.0,0.072,1
preplanner/generate_plan,4.206,0.0,4.206,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,919
replanner/update_percepts,0.002,0.005,0.0,919
replanner/check_request_completion,0.0,0.0,0.0,919
replanner/check_request_end_time,0.0,0.0,0.0,919
replanner/compare_bids,0.0,0.0,0.0,919
replanner/consensus_phase,0.0,0.0,0.0,919
replanner/is_observation_path_valid,0.001,0.009,0.0,9931
replanner/needs_planning,0.002,0.008,0.0,919
replanner/_get_available_requests,0.011,0.023,0.0,306
replanner/planning_phase,0.655,1.336,0.119,32
replanner/_schedule_observations,0.081,0.183,0.018,32
replanner/_schedule_maneuvers,0.02,0.016,0.02,32
replanner/_schedule_broadcasts,0.006,0.003,0.005,32
replanner/_schedule_waits,0.0,0.0,0.0,32
replanner/generate_plan,0.763,1.431,0.145,32
replanner/calc_imaging_time,0.032,0.077,0.011,23
