routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,432
_wait_for_messages,0.0,0.0,0.0,432
_preplan,1.445,0.0,1.445,1
_get_next_actions,0.0,0.0,0.0,432
preplanner/__get_new_requests,0.0,0.0,0.0,432
preplanner/__update_performed_requests,0.0,0.0,0.0,432
preplanner/_calc_arrival_times,0.241,0.08,0.228,101
preplanner/__update_access_times,0.056,1.17,0.0,432
preplanner/needs_initialized_plan,0.057,1.17,0.0,432
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.38,0.0,0.38,1
preplanner/initialize_plan,1.444,0.0,1.444,1
