routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.016,0.0,12460
update_state,0.0,0.0,0.0,12460
sense_environment,0.187,0.104,0.177,12459
update_state_environment,0.002,0.014,0.0,12459
get_environment_broadcasts,0.004,0.018,0.0,12459
get_agent_broadcasts,0.03,0.054,0.0,12459
sense,0.227,0.117,0.215,12459
think,0.324,1.374,0.26,12459
perform_broadcast,0.007,0.023,0.0,1205
do,0.15,0.155,0.108,12459
perform_wait_for_messages,0.148,0.157,0.103,11255
perform_state_change,0.149,0.143,0.109,1621
perform_observation,0.163,0.128,0.131,1167
