observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
sar_sat_1_0,120.0,7.21,81.535,637.2,8.41,9.25,,sar
vis_sat_1_0,120.0,7.21,81.535,637.2,8.41,9.25,,visual
therm_sat_1_1,120.0,7.21,81.535,637.2,8.41,9.25,,thermal
vis_sat_1_2,120.0,7.21,81.535,637.2,8.41,9.25,,visual
vis_sat_1_2,130.0,7.647,81.213,647.6,12.84,14.13,,visual
vis_sat_1_0,130.0,7.647,81.213,647.6,12.84,14.13,,visual
sar_sat_1_0,130.0,7.647,81.213,647.6,12.84,14.13,,sar
therm_sat_1_1,130.0,7.647,81.213,647.6,12.84,14.13,,thermal
vis_sat_0_2,280.0,15.873,-93.665,636.9,-6.58,7.24,,visual
therm_sat_1_1,280.0,17.304,82.088,764.7,32.43,36.12,,thermal
sar_sat_0_0,280.0,15.873,-93.665,636.9,-6.58,7.24,,sar
vis_sat_1_2,280.0,17.304,82.088,764.7,32.43,36.12,,visual
vis_sat_0_0,280.0,15.873,-93.665,636.9,-6.58,7.24,,visual
sar_sat_1_0,280.0,17.304,82.088,764.7,32.43,36.12,,sar
vis_sat_1_0,280.0,17.304,82.088,764.7,32.43,36.12,,visual
therm_sat_0_1,280.0,15.873,-93.665,636.9,-6.58,7.24,,thermal
therm_sat_0_1,300.0,17.177,-93.599,633.8,-3.18,3.5,,thermal
vis_sat_0_0,300.0,17.177,-93.599,633.8,-3.18,3.5,,visual
sar_sat_0_0,300.0,17.177,-93.599,633.8,-3.18,3.5,,sar
vis_sat_1_2,300.0,18.455,82.55,763.2,32.21,35.87,,visual
sar_sat_1_0,300.0,18.455,82.55,763.2,32.21,35.87,,sar
vis_sat_1_0,300.0,18.455,82.55,763.2,32.21,35.87,,visual
vis_sat_0_2,300.0,17.177,-93.599,633.8,-3.18,3.5,,visual
therm_sat_1_1,300.0,18.455,82.55,763.2,32.21,35.87,,thermal
vis_sat_1_0,310.0,19.275,82.826,766.6,32.53,36.24,,visual
vis_sat_1_2,310.0,19.275,82.826,766.6,32.53,36.24,,visual
sar_sat_1_0,310.0,19.275,82.826,766.6,32.53,36.24,,sar
therm_sat_1_1,310.0,19.275,82.826,766.6,32.53,36.24,,thermal
vis_sat_0_2,320.0,17.801,-92.026,654.3,-13.89,15.31,,visual
therm_sat_0_1,320.0,17.801,-92.026,654.3,-13.89,15.31,,thermal
vis_sat_0_0,320.0,17.801,-92.026,654.3,-13.89,15.31,,visual
sar_sat_0_0,320.0,17.801,-92.026,654.3,-13.89,15.31,,sar
sar_sat_0_0,330.0,18.076,-92.231,647.7,-11.49,12.65,,sar
vis_sat_0_2,330.0,18.076,-92.231,647.7,-11.49,12.65,,visual
vis_sat_0_0,330.0,18.076,-92.231,647.7,-11.49,12.65,,visual
therm_sat_0_1,330.0,18.076,-92.231,647.7,-11.49,12.65,,thermal
vis_sat_1_0,340.0,19.661,85.489,656.4,14.41,15.87,,visual
vis_sat_1_2,340.0,19.661,85.489,656.4,14.41,15.87,,visual
therm_sat_0_1,340.0,18.479,-91.796,654.7,-13.86,15.27,,thermal
sar_sat_1_0,340.0,19.661,85.489,656.4,14.41,15.87,,sar
sar_sat_0_0,340.0,18.479,-91.796,654.7,-13.86,15.27,,sar
therm_sat_1_1,340.0,19.661,85.489,656.4,14.41,15.87,,thermal
vis_sat_0_0,340.0,18.479,-91.796,654.7,-13.86,15.27,,visual
vis_sat_0_2,340.0,18.479,-91.796,654.7,-13.86,15.27,,visual
vis_sat_1_0,360.0,21.279,85.03,694.5,22.86,25.29,,visual
vis_sat_1_2,360.0,21.279,85.03,694.5,22.86,25.29,,visual
therm_sat_1_1,360.0,21.279,85.03,694.5,22.86,25.29,,thermal
sar_sat_1_0,360.0,21.279,85.03,694.5,22.86,25.29,,sar
therm_sat_1_1,390.0,22.958,86.754,660.6,15.19,16.74,,thermal
vis_sat_1_0,390.0,22.958,86.754,660.6,15.19,16.74,,visual
sar_sat_1_0,390.0,22.958,86.754,660.6,15.19,16.74,,sar
vis_sat_1_2,390.0,22.958,86.754,660.6,15.19,16.74,,visual
sar_sat_1_0,400.0,23.682,86.746,670.4,17.69,19.52,,sar
vis_sat_1_0,400.0,23.682,86.746,670.4,17.69,19.52,,visual
therm_sat_1_1,400.0,23.682,86.746,670.4,17.69,19.52,,thermal
vis_sat_1_2,400.0,23.682,86.746,670.4,17.69,19.52,,visual
vis_sat_1_2,410.0,23.787,86.813,668.7,17.19,18.96,,visual
vis_sat_1_2,410.0,24.108,87.309,659.7,14.74,16.25,,visual
vis_sat_1_0,410.0,23.787,86.813,668.7,17.19,18.96,,visual
vis_sat_1_0,410.0,24.108,87.309,659.7,14.74,16.25,,visual
therm_sat_1_1,410.0,23.787,86.813,668.7,17.19,18.96,,thermal
therm_sat_1_1,410.0,24.108,87.309,659.7,14.74,16.25,,thermal
sar_sat_1_0,410.0,23.787,86.813,668.7,17.19,18.96,,sar
sar_sat_1_0,410.0,24.108,87.309,659.7,14.74,16.25,,sar
therm_sat_1_1,490.0,28.402,88.248,691.3,21.41,23.68,,thermal
sar_sat_1_0,490.0,28.402,88.248,691.3,21.41,23.68,,sar
vis_sat_1_0,490.0,28.402,88.248,691.3,21.41,23.68,,visual
vis_sat_1_2,490.0,28.402,88.248,691.3,21.41,23.68,,visual
therm_sat_0_1,500.0,29.248,-90.68,670.8,16.86,18.61,,thermal
sar_sat_0_0,500.0,29.248,-90.68,670.8,16.86,18.61,,sar
vis_sat_0_2,500.0,29.248,-90.68,670.8,16.86,18.61,,visual
vis_sat_0_0,500.0,29.248,-90.68,670.8,16.86,18.61,,visual
vis_sat_0_2,510.0,29.575,-90.159,661.0,13.99,15.43,,visual
vis_sat_0_2,510.0,29.481,-89.981,655.9,12.29,13.55,,visual
vis_sat_1_0,500.0,28.622,90.444,642.6,5.82,6.4,,visual
vis_sat_1_0,510.0,29.038,90.418,645.3,7.4,8.15,,visual
vis_sat_1_0,510.0,28.97,90.579,643.1,5.88,6.48,,visual
vis_sat_1_0,510.0,29.095,90.379,646.1,7.9,8.7,,visual
vis_sat_0_0,510.0,29.575,-90.159,661.0,13.99,15.43,,visual
vis_sat_0_0,510.0,29.481,-89.981,655.9,12.29,13.55,,visual
therm_sat_1_1,500.0,28.622,90.444,642.6,5.82,6.4,,thermal
therm_sat_1_1,510.0,29.038,90.418,645.3,7.4,8.15,,thermal
therm_sat_1_1,510.0,28.97,90.579,643.1,5.88,6.48,,thermal
therm_sat_1_1,510.0,29.095,90.379,646.1,7.9,8.7,,thermal
sar_sat_0_0,510.0,29.575,-90.159,661.0,13.99,15.43,,sar
sar_sat_0_0,510.0,29.481,-89.981,655.9,12.29,13.55,,sar
therm_sat_0_1,510.0,29.575,-90.159,661.0,13.99,15.43,,thermal
therm_sat_0_1,510.0,29.481,-89.981,655.9,12.29,13.55,,thermal
sar_sat_1_0,500.0,28.622,90.444,642.6,5.82,6.4,,sar
sar_sat_1_0,510.0,29.038,90.418,645.3,7.4,8.15,,sar
sar_sat_1_0,510.0,28.97,90.579,643.1,5.88,6.48,,sar
sar_sat_1_0,510.0,29.095,90.379,646.1,7.9,8.7,,sar
vis_sat_1_2,500.0,28.622,90.444,642.6,5.82,6.4,,visual
vis_sat_1_2,510.0,29.038,90.418,645.3,7.4,8.15,,visual
vis_sat_1_2,510.0,28.97,90.579,643.1,5.88,6.48,,visual
vis_sat_1_2,510.0,29.095,90.379,646.1,7.9,8.7,,visual
therm_sat_0_1,520.0,29.645,-89.759,653.3,11.15,12.28,,thermal
therm_sat_0_1,520.0,30.178,-89.74,659.1,13.24,14.59,,thermal
vis_sat_0_0,520.0,29.645,-89.759,653.3,11.15,12.28,,visual
vis_sat_0_0,520.0,30.178,-89.74,659.1,13.24,14.59,,visual
vis_sat_0_2,520.0,29.645,-89.759,653.3,11.15,12.28,,visual
vis_sat_0_2,520.0,30.178,-89.74,659.1,13.24,14.59,,visual
sar_sat_0_0,520.0,29.645,-89.759,653.3,11.15,12.28,,sar
sar_sat_0_0,520.0,30.178,-89.74,659.1,13.24,14.59,,sar
therm_sat_1_1,530.0,30.965,89.673,685.6,19.95,22.05,,thermal
therm_sat_1_1,530.0,30.91,89.779,681.2,19.02,21.02,,thermal
therm_sat_1_1,530.0,31.115,89.552,692.7,21.36,23.63,,thermal
vis_sat_1_2,530.0,30.965,89.673,685.6,19.95,22.05,,visual
vis_sat_1_2,530.0,30.91,89.779,681.2,19.02,21.02,,visual
vis_sat_1_2,530.0,31.115,89.552,692.7,21.36,23.63,,visual
vis_sat_1_0,530.0,30.965,89.673,685.6,19.95,22.05,,visual
vis_sat_1_0,530.0,30.91,89.779,681.2,19.02,21.02,,visual
vis_sat_1_0,530.0,31.115,89.552,692.7,21.36,23.63,,visual
sar_sat_1_0,530.0,30.965,89.673,685.6,19.95,22.05,,sar
sar_sat_1_0,530.0,30.91,89.779,681.2,19.02,21.02,,sar
sar_sat_1_0,530.0,31.115,89.552,692.7,21.36,23.63,,sar
therm_sat_1_1,540.0,31.727,89.51,705.2,23.49,26.01,,thermal
vis_sat_1_0,540.0,31.727,89.51,705.2,23.49,26.01,,visual
sar_sat_1_0,540.0,31.727,89.51,705.2,23.49,26.01,,sar
