req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
0e5f8f6c,img_1,visible,"[2278.158738686018, 3900.8803476145704, 4502.637886430649]",0,86400,86400,121.86135126900164,1,0.11095439641040507,0.11095439641040507
0e601c2a,img_1,visible,"[2900.2658846585045, 3836.63586121435, 4189.189149239713]",0,86400,86400,213.2573647207529,1,0.11083686038487559,0.11083686038487559
0e5e7924,img_0,visible,"[615.1169652280626, -4623.984611421844, 4349.829892513073]",0,86400,86400,700.7027697967594,1,0.11021000158205149,0.11021000158205149
0e5f6000,img_0,visible,"[898.8023036626365, -4584.657516159215, 4342.08389368898]",0,86400,86400,761.6334454312603,1,0.11013164423169848,0.11013164423169848
0e5fbc76,img_0,visible,"[1116.7695837167585, -4411.567404308493, 4468.950815964037]",0,86400,86400,792.0987832485107,1,0.11009246555652198,0.11009246555652198
0e6049fc,img_0,visible,"[2736.5225342760396, 1646.4048317042018, 5520.997936145076]",0,86400,86400,1766.9895934005237,1,0.10883874795087381,0.10883874795087381
0e60a41a,img_0,visible,"[2565.1049027893, 1740.7222025433123, 5574.113894838958]",0,86400,86400,1797.4549312177742,1,0.10879956927569731,0.10879956927569731
0e601c2a,img_0,visible,"[2900.2658846585045, 3836.63586121435, 4189.189149239713]",0,86400,86400,2163.0389850247793,1,0.10832942517357926,0.10832942517357926
0e6151bc,img_1,visible,"[-1198.1385881205429, -3088.9038212981127, 5450.11557380246]",0,86400,86400,10906.590938575648,1,0.09708514539792225,0.09708514539792225
0e5ed842,img_1,visible,"[5538.799116240666, 3093.6803858653047, -656.862756914694]",0,86400,86400,12917.303234514175,1,0.09449935283627292,0.09449935283627292
0e6151bc,img_0,visible,"[-1198.1385881205429, -3088.9038212981127, 5450.11557380246]",0,86400,86400,12917.303234514175,1,0.09449935283627292,0.09449935283627292
0e5f32e2,img_1,visible,"[5045.45384488806, 3563.986412137975, -1588.0865891310452]",0,86400,86400,13100.095261417677,1,0.09426428078521389,0.09426428078521389
0e5fe994,img_0,visible,"[6014.103145293561, 1558.386124624585, 1443.1280974762371]",0,86400,86400,14531.966138828446,1,0.09242288305191815,0.09242288305191815
0e5fbc76,img_1,visible,"[1116.7695837167585, -4411.567404308493, 4468.950815964037]",0,86400,86400,29703.704371819153,1,0.07291190281401858,0.07291190281401858
0e5eaa0c,img_0,visible,"[406.402957876742, -4426.166406887765, 4574.3316709378405]",0,86400,86400,31653.485992123176,1,0.07040446760272226,0.07040446760272226
0e60fb18,img_1,visible,"[2188.03649364457, -5708.670852100328, -1817.7447747792826]",0,86400,86400,36802.128083238495,1,0.06378327149789287,0.06378327149789287
0e61267e,img_0,visible,"[569.1777782846607, -6232.400738212345, 1230.3821993246004]",0,86400,86400,38294.92963628377,1,0.06186351641424412,0.06186351641424412
0e5f060a,img_1,visible,"[-966.2673783683308, 3784.7800972079763, 5042.0620415319445]",0,86400,86400,46429.174833489626,1,0.051402810142117256,0.051402810142117256
0e5e080e,img_0,visible,"[5337.224268031289, 3491.7557006492893, 47.97813146383141]",0,86400,86400,53314.34118018822,1,0.04254842955222708,0.04254842955222708
0e617cdc,img_0,visible,"[5141.676460793821, 3755.3921059180525, 375.2545332235252]",0,86400,86400,53375.27185582272,1,0.04247007220187407,0.04247007220187407
0e6049fc,img_1,visible,"[2736.5225342760396, 1646.4048317042018, 5520.997936145076]",0,86400,86400,64312.32813221562,1,0.028404927813508722,0.028404927813508722
0e60a41a,img_1,visible,"[2565.1049027893, 1740.7222025433123, 5574.113894838958]",0,86400,86400,64342.79347003287,1,0.028365749138332216,0.028365749138332216
0e5f060a,img_0,visible,"[-966.2673783683308, 3784.7800972079763, 5042.0620415319445]",0,86400,86400,73086.34542358374,1,0.01712146936267523,0.01712146936267523
0e60cf76,img_0,visible,"[-4115.968083476577, 3810.59433731928, -3036.247716107841]",0,86400,86400,74548.68163881176,1,0.015240892954202983,0.015240892954202983
0e60fb18,img_0,visible,"[2188.03649364457, -5708.670852100328, -1817.7447747792826]",0,86400,86400,76742.18596165378,1,0.012420028341494619,0.012420028341494619
0e607724,img_0,visible,"[1168.203190274984, 4241.737257937686, 4617.74717824962]",0,86400,86400,79088.01697358207,1,0.00940327035290372,0.00940327035290372
