routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.015,0.0,12396
update_state,0.0,0.0,0.0,12396
sense_environment,0.191,0.105,0.18,12395
update_state_environment,0.002,0.015,0.0,12395
get_environment_broadcasts,0.005,0.019,0.0,12395
get_agent_broadcasts,0.03,0.053,0.0,12395
sense,0.23,0.117,0.217,12395
think,0.34,1.387,0.279,12395
perform_broadcast,0.006,0.022,0.0,1237
do,0.135,0.146,0.091,12395
perform_wait_for_messages,0.133,0.149,0.085,11158
perform_state_change,0.13,0.133,0.089,1619
perform_observation,0.147,0.111,0.123,1200
