lat [deg],lon [deg],start time [s],duration [s],severity,measurements
0.4309990000000425,33.19379100000003,0,86400,1,"['visible', 'sar', 'thermal']"
42.99940300000003,-82.42257599999994,0,86400,1,"['visible', 'sar', 'thermal']"
45.82291600000008,-84.75390999999996,0,86400,1,"['visible', 'sar', 'thermal']"
-5.911179999999945,29.18541700000003,0,86400,1,"['visible', 'sar', 'thermal']"
52.23439300000007,104.32187500000003,0,86400,1,"['visible', 'sar', 'thermal']"
-14.417701999999965,35.23645800000003,0,86400,1,"['visible', 'sar', 'thermal']"
42.90433400000006,-78.90808399999997,0,86400,1,"['visible', 'sar', 'thermal']"
44.90625000000006,59.71458300000006,0,86400,1,"['visible', 'sar', 'thermal']"
44.48055700000003,-75.79424599999999,0,86400,1,"['visible', 'sar', 'thermal']"
13.077083000000073,14.52708300000006,0,86400,1,"['visible', 'sar', 'thermal']"
