Eclipse times for Spacecraft with id sar_sat_0_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
300,478
894,1072
1487,1665
2081,2259
2674,2852
3267,3446
3861,4039
4454,4633
5048,5226
5641,5820
6234,6413
6828,7007
7421,7600
8015,8194
8608,8640
