routine,t_avg,t_std,t_med,n
check_action_statuses,0.009,0.03,0.0,737
update_state,0.0,0.0,0.0,737
sense_environment,0.292,0.319,0.214,736
update_state_environment,0.008,0.098,0.0,736
get_environment_broadcasts,0.0,0.0,0.0,736
get_agent_broadcasts,0.0,0.0,0.0,736
sense,0.309,0.371,0.225,736
think,29.065,29.162,33.659,736
perform_broadcast,0.004,0.022,0.0,91
do,1.664,2.443,0.671,736
perform_wait_for_messages,1.767,2.484,0.879,685
perform_state_change,1.798,2.501,0.902,677
perform_measurement,0.111,0.228,0.034,42
