routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.04,0.0,730
__check_action_completion,0.0,0.0,0.0,730
preplanner/__get_new_requests,0.0,0.0,0.0,730
preplanner/__update_performed_requests,0.0,0.0,0.0,730
preplanner/_update_access_times,0.041,1.099,0.0,730
preplanner/needs_planning,0.0,0.0,0.0,730
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,693.164,0.0,693.164,1
preplanner/_schedule_broadcasts,2.254,2.235,2.254,2
preplanner/_schedule_maneuvers,31.54,0.0,31.54,1
preplanner/__schedule_periodic_replan,1.636,0.0,1.636,1
preplanner/generate_plan,752.424,0.0,752.424,1
replanner/__get_new_requests,0.0,0.0,0.0,730
replanner/__update_performed_requests,0.0,0.0,0.0,730
replanner/_update_access_times,0.185,2.223,0.0,730
replanner/_schedule_measurements,37.112,53.498,5.284,7
replanner/_schedule_broadcasts,0.683,1.293,0.134,14
replanner/_schedule_maneuvers,6.775,10.159,0.575,7
