inc [deg],num sats,num planes,num planes [norm],ta phasing param,ta phasing angle [deg],time index,time [s],num components,n components [norm],lcc,lcc [norm]
98.0,12,5,0.4166666666666667,4,120.0,0,0.0,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,1,0.8590907628291923,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,2,1.7181815256583846,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,3,2.5772722884875767,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,4,3.436363051316769,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,5,4.2954538141459615,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,6,5.1545445769751534,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,7,6.013635339804346,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,8,6.872726102633538,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,9,7.73181686546273,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,10,8.590907628291923,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,11,9.449998391121115,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,12,10.309089153950307,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,13,11.168179916779499,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,14,12.027270679608693,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,15,12.886361442437885,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,16,13.745452205267076,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,17,14.604542968096268,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,18,15.46363373092546,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,19,16.322724493754652,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,20,17.181815256583846,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,21,18.040906019413036,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,22,18.89999678224223,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,23,19.759087545071424,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,24,20.618178307900614,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,25,21.477269070729808,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,26,22.336359833558998,4,0.3333333333333333,4,0.3333333333333333
98.0,12,5,0.4166666666666667,4,120.0,27,23.19545059638819,4,0.3333333333333333,4,0.3333333333333333
