routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.016,0.047,0.0,410
__check_action_completion,0.0,0.0,0.0,410
preplanner/update_percepts,0.0,0.004,0.0,410
preplanner/needs_planning,0.0,0.0,0.0,410
preplanner/calculate_access_opportunities,0.059,0.065,0.041,71
preplanner/_schedule_observations,0.175,0.198,0.1,71
preplanner/is_observation_path_valid,0.0,0.0,0.0,71
preplanner/_schedule_broadcasts,0.063,0.119,0.0,71
preplanner/_schedule_maneuvers,0.0,0.0,0.0,71
preplanner/__schedule_periodic_replan,0.002,0.007,0.0,71
preplanner/generate_plan,0.241,0.282,0.112,71
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,410
replanner/update_percepts,0.003,0.012,0.0,410
replanner/check_request_completion,0.0,0.001,0.0,410
replanner/check_request_end_time,0.0,0.0,0.0,410
replanner/compare_bids,0.0,0.0,0.0,410
replanner/consensus_phase,0.0,0.001,0.0,410
replanner/is_observation_path_valid,0.0,0.003,0.0,1858
replanner/_get_available_requests,0.162,0.19,0.122,387
replanner/needs_planning,0.139,0.159,0.107,410
replanner/planning_phase,0.659,0.868,0.311,13
replanner/_schedule_observations,0.01,0.034,0.0,13
replanner/_schedule_maneuvers,0.017,0.026,0.002,13
replanner/_schedule_broadcasts,0.14,0.274,0.025,13
replanner/_schedule_waits,0.0,0.0,0.0,13
replanner/generate_plan,0.829,0.951,0.416,13
replanner/calc_imaging_time,0.115,0.07,0.105,6
