routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.008,0.0,410
update_state,0.0,0.0,0.0,410
sense_environment,0.154,0.087,0.142,410
update_state_environment,0.003,0.015,0.0,410
get_environment_broadcasts,0.008,0.018,0.0,410
get_agent_broadcasts,0.074,0.143,0.0,410
sense,0.24,0.16,0.219,410
think,0.403,0.433,0.261,409
perform_wait_for_messages,0.086,0.114,0.046,270
do,0.098,0.112,0.062,409
perform_broadcast,0.005,0.014,0.0,169
perform_state_change,0.058,0.057,0.035,79
perform_observation,0.134,0.1,0.115,119
