routine,t_avg,t_std,t_med,n
check_action_statuses,0.019,0.084,0.0,9977
update_state,0.0,0.001,0.0,9977
sense_environment,0.769,1.123,0.52,9976
update_state_environment,0.015,0.061,0.0,9976
get_environment_broadcasts,0.006,0.027,0.0,9976
get_agent_broadcasts,0.185,0.876,0.0,9976
sense,0.995,1.817,0.563,9976
think,1.735,9.725,0.14,9976
perform_broadcast,0.048,0.166,0.0,1056
do,1.172,3.937,0.338,9976
perform_wait_for_messages,1.381,4.311,0.415,8202
perform_state_change,0.41,0.997,0.258,1149
perform_observation,0.297,0.331,0.249,1056
