routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.01,0.0,3032
update_state,0.0,0.0,0.0,3032
sense_environment,0.105,0.063,0.095,3031
update_state_environment,0.001,0.006,0.0,3031
get_environment_broadcasts,0.01,0.019,0.0,3031
get_agent_broadcasts,0.04,0.058,0.0,3031
sense,0.157,0.084,0.147,3031
think,0.288,1.245,0.222,3031
perform_broadcast,0.004,0.016,0.0,1072
do,0.096,0.096,0.072,3031
perform_wait_for_messages,0.093,0.108,0.061,1959
perform_state_change,0.073,0.069,0.053,754
perform_observation,0.098,0.069,0.083,1064
