routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.011,0.033,0.0,3031
__check_action_completion,0.0,0.0,0.0,3031
preplanner/update_percepts,0.001,0.005,0.0,3031
preplanner/needs_planning,0.0,0.0,0.0,3031
preplanner/calculate_access_times,0.211,0.0,0.211,1
preplanner/_schedule_observations,2.749,0.0,2.749,1
preplanner/is_observation_path_valid,0.002,0.0,0.002,1
preplanner/_schedule_broadcasts,63.223,0.0,63.223,1
preplanner/_schedule_maneuvers,0.82,0.0,0.82,1
preplanner/__schedule_periodic_replan,0.079,0.0,0.079,1
preplanner/generate_plan,67.132,0.0,67.132,1
replanner/needs_planning,0.0,0.0,0.0,3031
