routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1724
update_state,0.0,0.0,0.0,1724
sense_environment,0.219,0.323,0.197,1723
update_state_environment,0.0,0.0,0.0,1723
get_environment_broadcasts,0.0,0.0,0.0,1723
get_agent_broadcasts,0.0,0.0,0.0,1723
sense,0.219,0.323,0.197,1723
think,0.593,4.626,0.07,1723
perform_state_change,0.283,0.894,0.153,982
do,0.215,0.732,0.102,1723
perform_measurement,0.126,0.129,0.102,109
perform_wait_for_messages,0.107,0.412,0.056,742
perform_broadcast,0.015,0.011,0.012,8
