routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.007,0.02,0.0,2695
__check_action_completion,0.0,0.0,0.0,2695
preplanner/update_percepts,0.0,0.003,0.0,2695
preplanner/needs_planning,0.0,0.0,0.0,2695
preplanner/calculate_access_times,0.456,0.0,0.456,1
preplanner/_schedule_observations,3.97,0.0,3.97,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,66.937,0.0,66.937,1
preplanner/_schedule_maneuvers,0.627,0.0,0.627,1
preplanner/__schedule_periodic_replan,0.069,0.0,0.069,1
preplanner/generate_plan,71.747,0.0,71.747,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,2695
replanner/update_percepts,0.011,0.03,0.001,2695
replanner/check_request_completion,0.0,0.0,0.0,2695
replanner/check_request_end_time,0.0,0.0,0.0,2695
replanner/compare_bids,0.0,0.0,0.0,2695
replanner/consensus_phase,0.0,0.0,0.0,2695
replanner/is_observation_path_valid,0.001,0.017,0.0,15541
replanner/needs_planning,0.0,0.001,0.0,2695
replanner/_get_available_requests,0.0,0.001,0.0,988
replanner/planning_phase,0.0,0.0,0.0,15
replanner/_schedule_observations,0.758,1.114,0.289,15
replanner/_schedule_maneuvers,0.216,0.435,0.076,15
replanner/_schedule_broadcasts,0.02,0.031,0.011,15
replanner/_schedule_waits,0.0,0.0,0.0,15
replanner/generate_plan,1.049,1.674,0.428,15
