inc [deg],num sats,num planes,num planes [norm],ta phasing param,ta phasing angle [deg],time index,time [s],num components,n components [norm],lcc,lcc [norm]
98.0,15,6,0.4,4,96.0,0,0.0,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,1,0.8590907628291929,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,2,1.7181815256583859,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,3,2.577272288487579,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,4,3.4363630513167718,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,5,4.295453814145965,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,6,5.154544576975158,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,7,6.013635339804351,6,0.4,5,0.3333333333333333
98.0,15,6,0.4,4,96.0,8,6.8727261026335436,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,9,7.731816865462736,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,10,8.59090762829193,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,11,9.449998391121122,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,12,10.309089153950316,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,13,11.168179916779508,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,14,12.027270679608701,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,15,12.886361442437893,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,16,13.745452205267087,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,17,14.60454296809628,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,18,15.463633730925473,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,19,16.322724493754666,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,20,17.18181525658386,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,21,18.04090601941305,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,22,18.899996782242244,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,23,19.759087545071438,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,24,20.61817830790063,5,0.3333333333333333,6,0.4
98.0,15,6,0.4,4,96.0,25,21.477269070729825,4,0.26666666666666666,6,0.4
98.0,15,6,0.4,4,96.0,26,22.336359833559015,4,0.26666666666666666,6,0.4
98.0,15,6,0.4,4,96.0,27,23.19545059638821,4,0.26666666666666666,6,0.4
98.0,15,6,0.4,4,96.0,28,24.054541359217403,4,0.26666666666666666,6,0.4
98.0,15,6,0.4,4,96.0,29,24.913632122046597,4,0.26666666666666666,6,0.4
98.0,15,6,0.4,4,96.0,30,25.772722884875787,4,0.26666666666666666,6,0.4
