routine,t_avg,t_std,t_med,n
check_action_statuses,0.01,0.03,0.0,2303
update_state,0.0,0.001,0.0,2303
sense_environment,0.335,0.226,0.291,2302
update_state_environment,0.005,0.019,0.0,2302
get_environment_broadcasts,0.0,0.0,0.0,2302
get_agent_broadcasts,0.0,0.005,0.0,2302
sense,0.35,0.237,0.308,2302
think,0.819,1.309,0.445,2302
perform_broadcast,0.022,0.054,0.0,2264
do,0.249,2.975,0.069,2302
perform_wait_for_messages,0.314,3.549,0.088,1614
perform_state_change,0.32,3.552,0.097,1611
perform_measurement,0.131,0.12,0.08,35
