Eclipse times for Spacecraft with id imaging_sat_0_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,61
477,654
1070,1248
1663,1841
2257,2435
2850,3028
3444,3622
4037,4215
4630,4809
5224,5402
5817,5996
6410,6589
7004,7183
7597,7776
8191,8370
