routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1466
__check_action_completion,0.0,0.003,0.0,1466
replanner/__get_new_requests,0.0,0.0,0.0,1466
replanner/__update_performed_requests,0.0,0.002,0.0,1466
replanner/_update_access_times,0.185,1.555,0.0,1466
replanner/update_percepts,0.189,1.555,0.0,1466
replanner/compile_external_plan_bids,0.0,0.0,0.0,1466
replanner/compile_new_measurement_request_bids,0.0,0.003,0.0,1466
replanner/check_request_completion,0.0,0.0,0.0,1466
replanner/check_request_end_time,0.0,0.0,0.0,1466
replanner/compare_bids,0.023,0.192,0.001,1466
replanner/consensus_phase,0.023,0.192,0.001,1466
replanner/needs_planning,0.102,0.225,0.049,1466
replanner/_get_available_requests,0.372,0.392,0.26,64
replanner/calc_imaging_time,0.047,0.114,0.011,32
replanner/planning_phase,0.398,0.602,0.161,34
replanner/_schdule_measurements,0.018,0.041,0.0,321
replanner/_schedule_broadcasts,0.115,0.173,0.047,321
replanner/_schedule_maneuvers,0.065,0.093,0.018,321
replanner/_schedule_waits,0.0,0.0,0.0,321
replanner/_plan_from_path,0.199,0.247,0.123,321
replanner/generate_plan,0.327,0.376,0.21,321
