routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,968
update_state,0.0,0.0,0.0,968
sense_environment,0.436,0.399,0.306,967
update_state_environment,0.0,0.0,0.0,967
get_environment_broadcasts,0.0,0.0,0.0,967
get_agent_broadcasts,0.0,0.0,0.0,967
sense,0.437,0.399,0.306,967
think,1.086,2.579,0.555,967
perform_state_change,0.388,0.426,0.259,962
do,0.396,0.431,0.271,967
perform_measurement,0.154,0.158,0.125,35
perform_wait_for_messages,0.32,0.278,0.197,13
perform_broadcast,0.008,0.005,0.009,4
