Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
407,265,,6.466,3.387,668.8,18.79,20.73,nan
410,4333,,8.177,3.74,678.7,20.83,22.99,nan
412,648,,9.14,4.788,654.2,14.89,16.4,nan
413,166,,9.866,4.613,668.6,18.59,20.51,nan
418,1585,,11.463,8.405,643.1,-10.67,11.74,nan
418,2545,,11.723,8.027,635.0,-6.25,6.87,nan
418,3857,,12.51,6.186,650.1,13.31,14.66,nan
419,1599,,13.51,5.882,672.1,19.15,21.13,nan
467,1846,,38.552,21.448,658.4,-9.65,10.64,nan
467,2659,,38.889,21.498,655.8,-8.38,9.24,nan
469,4197,,40.917,19.458,671.7,14.18,15.65,nan
470,487,,41.172,20.677,656.0,7.62,8.4,nan
470,671,,40.877,21.052,651.3,3.91,4.31,nan
470,2996,,40.301,22.1,653.7,-6.04,6.66,nan
470,4320,,40.752,21.79,650.0,-1.74,1.91,nan
470,4454,,40.796,21.083,651.0,3.53,3.89,nan
471,452,,42.053,19.491,690.2,18.63,20.61,nan
471,2544,,40.653,23.593,670.5,-13.46,14.86,nan
471,4284,,42.251,20.045,680.2,16.24,17.95,nan
471,4681,,40.677,23.206,663.6,-10.98,12.12,nan
471,4878,,41.186,22.76,654.3,-6.12,6.75,nan
472,3182,,41.141,23.226,660.2,-9.24,10.2,nan
473,3931,,41.003,25.16,702.7,-20.96,23.22,nan
476,1462,,44.673,22.531,669.8,12.26,13.53,nan
476,1929,,44.308,22.567,664.9,10.35,11.43,nan
480,1246,,44.616,28.93,724.0,-23.89,26.53,nan
481,333,,44.691,28.997,725.7,-24.05,26.71,nan
481,790,,45.335,28.706,700.2,-19.48,21.58,nan
481,1900,,45.337,28.414,693.5,-18.02,19.95,nan
482,878,,45.587,29.715,720.4,-23.09,25.63,nan
482,3303,,45.486,29.152,708.8,-21.04,23.33,nan
483,466,,46.078,30.468,728.3,-24.25,26.94,nan
483,791,,45.82,30.134,726.4,-23.96,26.61,nan
484,1564,,46.548,30.681,721.0,-22.98,25.5,nan
484,2873,,46.562,30.74,722.3,-23.18,25.73,nan
484,4082,,47.841,27.226,658.4,2.66,2.93,nan
484,4855,,47.279,29.122,673.4,-11.8,13.04,nan
485,1288,,46.657,31.177,732.8,-24.73,27.48,nan
485,2216,,48.595,27.455,660.3,4.27,4.71,nan
489,97,,49.081,33.247,717.2,-21.73,24.11,nan
489,264,,50.587,30.524,661.5,-2.57,2.83,nan
489,369,,49.77,31.476,672.0,-10.02,11.07,nan
489,4724,,49.478,32.689,695.7,-17.34,19.2,nan
490,4714,,52.383,27.974,712.5,20.74,23.01,nan
497,3185,,56.046,31.297,742.8,24.93,27.74,nan
499,2242,,56.887,33.318,726.8,22.17,24.63,nan
499,2331,,56.929,32.751,739.2,24.17,26.88,nan
499,2754,,56.146,34.539,688.8,13.68,15.15,nan
499,4126,,55.862,34.884,680.1,10.64,11.77,nan
500,1178,,57.128,33.174,737.2,23.74,26.41,nan
501,2246,,57.572,34.517,724.4,21.47,23.86,nan
501,4453,,57.003,36.588,683.3,11.34,12.55,nan
503,1008,,57.526,38.297,677.2,8.0,8.85,nan
503,3356,,56.794,38.723,670.8,2.75,3.04,nan
504,43,,58.102,38.702,682.4,10.16,11.24,nan
504,2523,,57.206,39.485,671.5,2.77,3.06,nan
505,525,,59.236,38.49,709.2,17.86,19.82,nan
506,121,,56.665,43.385,702.1,-15.99,17.73,nan
506,136,,60.043,38.102,739.5,23.38,26.02,nan
506,402,,59.516,39.796,700.4,15.54,17.23,nan
506,4703,,59.906,37.697,742.2,23.81,26.51,nan
507,446,,60.765,38.931,751.1,25.02,27.87,nan
507,2310,,58.418,42.191,672.9,1.51,1.67,nan
507,3461,,58.814,42.565,673.6,2.87,3.17,nan
521,1904,,61.599,57.859,722.8,-18.2,20.23,nan
527,1319,,62.698,65.331,746.2,-21.75,24.23,nan
527,1953,,62.402,66.198,766.3,-24.87,27.77,nan
527,4367,,64.946,64.437,688.4,-3.34,3.7,nan
527,4718,,63.69,64.877,708.6,-13.43,14.91,nan
528,797,,64.974,65.712,689.9,-4.19,4.64,nan
528,1371,,63.9,65.916,708.5,-13.18,14.64,nan
528,1464,,64.661,65.727,692.8,-6.56,7.28,nan
528,1565,,65.655,64.624,689.3,3.59,3.98,nan
528,1653,,64.377,66.127,698.6,-9.57,10.61,nan
528,2904,,65.006,64.755,688.7,-2.74,3.03,nan
528,3009,,64.259,66.037,700.5,-10.36,11.49,nan
528,3275,,66.134,63.965,696.5,8.59,9.52,nan
528,4310,,64.101,66.054,704.0,-11.68,12.96,nan
529,801,,65.928,65.298,692.0,5.41,6.0,nan
529,1501,,65.75,65.983,689.3,2.56,2.84,nan
529,3621,,65.47,65.69,689.2,2.26,2.51,nan
530,3338,,66.114,66.536,693.0,5.61,6.22,nan
530,4555,,66.246,67.537,692.3,5.06,5.61,nan
532,1812,,66.852,69.131,699.6,8.63,9.58,nan
532,3059,,63.549,71.559,752.8,-22.18,24.74,nan
533,708,,67.931,71.385,720.5,15.47,17.19,nan
533,1087,,68.055,71.17,725.0,16.58,18.44,nan
533,2527,,68.297,71.191,733.9,18.55,20.65,nan
533,4352,,67.94,71.28,721.0,15.58,17.32,nan
534,2527,,68.297,71.191,734.5,18.5,20.59,nan
534,2900,,68.739,72.457,747.3,20.95,23.35,nan
535,3062,,69.219,72.308,770.5,24.52,27.39,nan
537,4066,,64.126,78.958,760.3,-22.72,25.36,nan
538,2381,,64.432,79.143,748.2,-20.54,22.89,nan
538,4728,,64.116,80.526,765.9,-23.46,26.2,nan
539,4325,,64.137,80.932,766.0,-23.36,26.09,nan
541,2388,,67.145,83.555,697.9,1.68,1.87,nan
541,2974,,67.045,83.449,697.6,0.9,1.0,nan
542,1071,,66.834,85.496,698.7,-2.02,2.24,nan
542,3802,,66.604,85.396,699.9,-3.67,4.07,nan
544,87,,68.125,87.761,712.4,10.23,11.37,nan
544,341,,66.95,88.285,699.8,-0.74,0.82,nan
544,2048,,66.478,88.39,702.5,-4.81,5.34,nan
545,191,,68.356,89.307,719.1,12.37,13.75,nan
545,271,,69.425,89.37,757.1,21.1,23.55,nan
545,410,,68.81,89.569,732.7,16.16,18.0,nan
545,1374,,69.307,89.573,751.9,20.17,22.5,nan
546,1230,,67.778,91.869,708.8,7.96,8.84,nan
546,1636,,69.068,90.902,744.3,18.54,20.66,nan
546,2845,,65.539,91.326,720.4,-12.55,13.96,nan
546,3113,,68.604,91.516,728.0,14.76,16.43,nan
546,4308,,68.918,90.927,738.6,17.32,19.3,nan
546,4602,,68.792,91.904,734.8,16.46,18.34,nan
546,4972,,67.973,91.212,711.6,9.27,10.3,nan
547,1318,,67.216,92.791,703.1,2.97,3.3,nan
547,2382,,69.228,93.72,755.0,20.43,22.8,nan
547,2742,,67.336,92.333,704.1,4.14,4.59,nan
547,3288,,67.011,92.626,702.1,1.06,1.17,nan
548,904,,66.456,94.154,704.1,-3.4,3.78,nan
548,2340,,66.941,93.511,703.5,2.41,2.67,nan
549,1576,,66.604,95.133,704.1,-2.18,2.42,nan
551,1908,,68.038,98.693,726.3,13.17,14.66,nan
553,745,,68.329,102.427,747.1,17.97,20.04,nan
562,86,,63.034,112.477,734.9,-13.24,14.75,nan
566,3381,,65.687,122.096,790.8,23.71,26.57,nan
566,4753,,63.588,119.007,717.9,3.85,4.28,nan
570,1455,,63.552,125.444,754.9,16.78,18.74,nan
570,4485,,63.71,124.448,749.8,15.61,17.42,nan
571,1455,,63.552,125.444,755.9,16.83,18.8,nan
582,2010,,56.105,130.976,764.4,-16.92,18.92,82.08
590,4635,,54.189,139.139,732.9,0.67,0.75,78.63
591,464,,52.113,136.683,786.5,-19.97,22.39,77.08
592,575,,53.342,139.839,734.8,-2.27,2.53,77.69
592,989,,51.373,136.523,813.5,-24.06,27.04,76.4
592,1242,,53.39,139.965,734.6,-1.81,2.02,77.72
592,3006,,53.057,139.348,737.5,-5.16,5.76,77.5
593,530,,52.184,140.114,740.7,-6.85,7.64,76.52
593,4754,,52.044,140.085,742.7,-7.93,8.85,76.39
594,633,,51.686,140.219,745.3,-8.83,9.86,76.02
594,2352,,51.866,140.415,741.8,-7.06,7.88,76.16
594,4754,,52.044,140.085,743.2,-7.82,8.73,76.39
603,3827,,46.609,143.174,800.3,-20.92,23.49,70.57
1015,3858,,14.124,-16.566,632.1,-1.99,2.19,nan
1018,615,,16.219,-16.413,634.7,4.71,5.17,nan
1019,804,,16.372,-15.779,633.0,-2.05,2.25,nan
1048,1950,,32.473,-7.635,647.5,-6.87,7.57,nan
1053,2243,,34.594,-5.193,671.5,-15.46,17.07,nan
1057,728,,38.195,-7.495,675.1,15.87,17.53,nan
1059,1825,,38.91,-5.41,650.3,4.96,5.46,nan
1059,3727,,39.732,-6.885,684.9,18.05,19.96,nan
1059,4222,,38.987,-5.538,651.8,6.17,6.8,nan
1060,4372,,39.778,-5.609,659.5,10.12,11.16,nan
1062,4545,,41.274,-6.322,697.9,20.46,22.65,nan
1066,3124,,42.971,-4.051,673.9,14.14,15.62,nan
1066,3539,,41.369,0.272,696.2,-19.65,21.76,nan
1070,3068,,44.433,-1.178,655.7,4.34,4.79,nan
1079,4369,,48.601,4.711,665.3,-7.54,8.32,nan
1083,528,,51.63,3.901,681.1,13.12,14.51,nan
1083,1364,,51.701,4.14,678.7,12.32,13.62,nan
1083,2086,,51.821,4.14,680.7,12.98,14.35,nan
1085,94,,52.615,5.648,674.8,10.31,11.4,nan
1091,638,,56.003,8.132,706.3,18.32,20.31,nan
1091,1590,,53.506,12.65,692.9,-15.04,16.66,nan
1091,2682,,56.372,8.124,716.9,20.48,22.74,nan
1091,4599,,53.456,12.278,689.8,-14.15,15.67,nan
1092,3248,,53.526,14.637,726.7,-22.12,24.58,nan
1093,4461,,55.978,12.041,669.7,3.86,4.27,nan
1095,1026,,56.766,13.656,670.4,3.01,3.32,nan
1095,3405,,56.072,14.459,673.2,-5.84,6.45,nan
1096,2101,,56.549,14.765,671.7,-3.87,4.28,nan
1096,2379,,54.746,17.53,745.3,-24.61,27.4,nan
1096,2496,,56.603,14.752,671.4,-3.42,3.78,nan
1096,3119,,57.875,12.442,690.5,13.28,14.7,nan
1096,3510,,56.895,14.744,670.5,-2.11,2.33,nan
1096,3684,,56.676,14.13,670.6,-2.25,2.49,nan
1096,3976,,56.982,13.986,670.5,2.06,2.28,nan
1096,4791,,57.041,14.077,670.5,2.03,2.24,nan
1096,4981,,57.295,14.312,671.8,3.92,4.33,nan
1097,26,,58.369,12.369,703.1,16.58,18.38,nan
1097,1289,,59.319,11.901,737.6,23.31,25.93,nan
1097,3230,,59.032,12.226,722.6,20.72,23.02,nan
1097,3619,,59.144,12.207,726.6,21.45,23.84,nan
1097,4486,,59.181,12.236,727.4,21.6,24.01,nan
1098,96,,58.532,15.039,680.0,8.68,9.6,nan
1098,1310,,58.976,14.116,695.7,14.44,15.99,nan
1098,1327,,58.114,15.044,675.0,5.62,6.22,nan
1098,1726,,59.353,12.816,722.7,20.6,22.89,nan
1098,1817,,58.72,14.36,687.9,11.95,13.23,nan
1098,2239,,59.468,13.035,722.9,20.65,22.94,nan
1098,3242,,58.139,15.695,673.2,4.02,4.45,nan
1098,3712,,58.579,14.432,684.7,10.76,11.91,nan
1098,3843,,58.38,14.836,678.9,8.1,8.96,nan
1098,4922,,59.481,12.533,731.3,22.15,24.62,nan
1099,1796,,58.514,15.97,675.0,5.06,5.59,nan
1099,2188,,58.595,16.084,675.2,5.26,5.82,nan
1099,3647,,59.615,13.31,723.5,20.61,22.9,nan
1099,3652,,59.378,14.475,700.6,15.58,17.27,nan
1099,4047,,59.871,13.146,733.8,22.44,24.96,nan
1100,363,,59.272,16.292,682.2,9.04,10.0,nan
1100,2642,,58.953,16.882,675.6,4.95,5.47,nan
1100,3552,,58.852,16.627,675.9,5.26,5.81,nan
1100,4330,,60.159,15.18,712.5,18.24,20.25,nan
1101,155,,59.322,18.071,675.1,3.78,4.18,nan
1101,605,,60.729,14.997,732.2,21.91,24.37,nan
1101,2630,,60.466,15.57,715.8,18.78,20.85,nan
1101,3269,,61.023,14.577,749.4,24.64,27.45,nan
1101,3813,,60.243,16.832,696.2,13.94,15.45,nan
1101,4849,,59.984,15.813,700.9,15.28,16.94,nan
1101,4883,,59.842,16.104,694.8,13.5,14.96,nan
1102,2373,,60.613,16.888,703.8,15.85,17.57,nan
1102,2782,,61.115,15.644,735.4,22.33,24.84,nan
1102,2796,,60.409,17.201,695.9,13.63,15.1,nan
1102,4654,,57.201,22.107,740.8,-23.21,25.83,nan
1103,2111,,61.865,16.644,746.3,23.94,26.66,nan
1103,3404,,61.764,16.839,739.6,22.89,25.47,nan
1103,3948,,61.259,16.83,723.4,20.01,22.24,nan
1103,5000,,61.541,16.38,739.1,22.8,25.37,nan
1106,1141,,61.048,22.157,678.8,3.9,4.31,nan
1106,1805,,60.167,23.861,684.1,-7.83,8.67,nan
1106,1949,,61.34,22.849,679.3,4.47,4.95,nan
1106,4124,,61.785,21.735,688.8,10.07,11.15,nan
1107,578,,61.511,23.691,678.7,2.84,3.14,nan
1107,1000,,61.42,24.145,678.2,2.13,2.36,nan
1107,1091,,61.328,23.752,677.9,1.17,1.29,nan
1107,1401,,61.46,23.527,678.6,2.77,3.06,nan
1107,1495,,61.278,24.036,677.8,0.79,0.87,nan
1107,1772,,61.682,23.183,681.0,5.35,5.92,nan
1107,2377,,61.251,24.361,678.2,-2.1,2.32,nan
1107,3584,,61.359,24.278,678.2,2.12,2.34,nan
1107,4221,,61.469,24.077,678.4,2.42,2.68,nan
1108,126,,61.284,25.596,680.4,-4.17,4.62,nan
1108,1004,,61.959,24.108,681.3,5.0,5.54,nan
1108,1345,,61.086,26.177,684.7,-7.35,8.13,nan
1108,1586,,61.175,25.518,681.0,-4.7,5.2,nan
1108,1611,,59.352,28.19,751.2,-24.08,26.83,nan
1108,1696,,62.041,24.613,680.8,4.52,5.0,nan
1108,2915,,61.256,24.623,679.7,-3.28,3.63,nan
1108,3212,,62.536,24.153,688.9,9.48,10.5,nan
1108,4764,,61.259,24.833,679.5,-3.02,3.34,nan
1109,440,,61.674,26.69,681.1,-4.12,4.56,nan
1109,626,,61.722,26.552,680.5,-3.37,3.73,nan
1109,1044,,61.43,26.696,683.0,-5.75,6.37,nan
1109,1204,,63.263,23.622,708.0,15.57,17.28,nan
1109,2186,,60.941,27.697,696.0,-11.98,13.28,nan
1109,2714,,60.991,26.549,688.8,-9.11,10.09,nan
1109,2715,,63.696,22.9,728.3,20.08,22.32,nan
1109,2806,,62.645,25.511,684.8,6.97,7.72,nan
1109,4758,,61.409,26.58,682.8,-5.63,6.23,nan
1110,39,,61.227,28.781,697.8,-12.36,13.7,nan
1110,261,,62.616,26.357,682.0,4.26,4.72,nan
1110,616,,62.978,26.685,685.2,6.81,7.54,nan
1110,644,,62.758,26.549,682.8,5.0,5.54,nan
1110,1102,,62.979,25.256,691.3,9.89,10.96,nan
1110,1164,,61.916,26.95,681.1,-3.22,3.57,nan
1110,1678,,63.174,25.995,690.2,9.45,10.46,nan
1110,1749,,62.739,25.952,684.4,6.27,6.94,nan
1110,2113,,61.28,27.656,690.5,-9.58,10.61,nan
1110,2604,,63.546,24.851,705.5,14.7,16.3,nan
1110,3679,,63.385,25.542,696.7,11.99,13.29,nan
1110,4121,,63.043,25.524,690.4,9.53,10.56,nan
1110,4349,,60.771,29.42,715.1,-17.13,19.02,nan
1110,4512,,60.588,29.326,719.7,-18.16,20.18,nan
1110,4874,,62.201,27.691,681.1,-3.19,3.54,nan
1111,144,,62.305,27.912,681.4,-2.7,2.99,nan
1111,784,,62.539,28.798,681.9,-3.29,3.65,nan
1111,887,,63.231,27.22,686.2,6.94,7.68,nan
1111,1396,,63.643,25.954,700.5,13.0,14.42,nan
1111,1905,,61.576,29.655,696.5,-11.64,12.9,nan
1111,2189,,61.05,30.035,712.6,-16.35,18.15,nan
1111,2576,,60.791,30.149,721.9,-18.47,20.53,nan
1111,2716,,62.449,27.64,681.1,-2.16,2.39,nan
1111,3018,,62.519,27.394,681.5,2.86,3.17,nan
1111,3051,,60.675,29.995,724.7,-19.05,21.18,nan
1111,4160,,60.574,30.443,732.6,-20.59,22.9,nan
1112,193,,64.54,26.824,717.8,17.4,19.33,nan
1112,624,,62.825,29.482,681.6,-1.66,1.83,nan
1112,725,,62.021,29.9,690.4,-8.83,9.78,nan
1112,912,,61.895,30.954,698.5,-12.1,13.41,nan
1112,1251,,62.653,29.245,682.0,-2.41,2.66,nan
1112,1799,,64.216,27.785,702.0,13.22,14.66,nan
1112,1903,,63.203,28.201,684.0,4.84,5.35,nan
1112,2556,,62.775,28.691,681.9,-2.26,2.5,nan
1112,2780,,63.075,28.317,683.0,3.82,4.23,nan
1112,3803,,62.401,29.924,685.2,-5.79,6.41,nan
1112,4898,,63.829,27.915,692.8,9.93,11.01,nan
