routine,t_avg,t_std,t_med,n
check_action_statuses,0.008,0.032,0.0,7127
update_state,0.0,0.001,0.0,7127
sense_environment,0.738,0.494,0.64,7126
update_state_environment,0.012,0.037,0.0,7126
get_environment_broadcasts,0.011,0.035,0.0,7126
get_agent_broadcasts,0.155,0.24,0.0,7126
sense,0.925,0.576,0.865,7126
think,0.785,6.858,0.49,7126
perform_broadcast,0.014,0.035,0.0,1221
do,0.446,0.554,0.337,7126
perform_wait_for_messages,0.418,0.582,0.269,5905
perform_state_change,0.387,0.345,0.315,968
perform_observation,0.572,0.357,0.518,1200
