routine,t_avg,t_std,t_med,n
vis_sat_1_0,0.11,0.206,0.047,13778
therm_sat_1_0,0.109,0.207,0.047,13763
vis_sat_1_1,0.114,0.211,0.047,13745
sar_sat_0_1,0.093,0.184,0.044,13791
therm_sat_0_2,0.093,0.18,0.044,13812
therm_sat_0_1,0.094,0.187,0.044,13841
therm_sat_1_2,0.112,0.211,0.047,13691
sar_sat_1_0,0.109,0.204,0.047,13768
sar_sat_0_0,0.096,0.191,0.044,13818
therm_sat_1_1,0.11,0.205,0.047,13738
therm_sat_0_0,0.093,0.176,0.044,13812
vis_sat_0_2,0.096,0.194,0.044,13821
vis_sat_0_0,0.093,0.199,0.044,13811
vis_sat_1_2,0.107,0.196,0.047,13758
sar_sat_1_1,0.108,0.191,0.047,13759
vis_sat_0_1,0.094,0.184,0.044,13814
query_measurement_data,0.041,0.077,0.014,19184
