plan_index,t_plan,instrument,t_img
0,0.0,visual,1450.0
0,0.0,visual,1710.0
0,0.0,visual,4280.0
0,0.0,visual,4640.0
0,0.0,visual,5280.0
0,0.0,visual,7320.0
0,0.0,visual,8600.0
0,0.0,visual,9240.0
0,0.0,visual,10140.0
0,0.0,visual,11340.0
0,0.0,visual,13380.0
0,0.0,visual,14470.0
0,0.0,visual,16670.0
0,0.0,visual,16720.0
0,0.0,visual,18870.0
0,0.0,visual,19550.0
0,0.0,visual,21200.0
0,0.0,visual,21320.0
0,0.0,visual,21750.0
0,0.0,visual,22510.0
0,0.0,visual,22980.0
0,0.0,visual,23750.0
0,0.0,visual,25570.0
0,0.0,visual,26380.0
0,0.0,visual,27540.0
0,0.0,visual,27860.0
0,0.0,visual,31030.0
0,0.0,visual,31350.0
0,0.0,visual,31620.0
0,0.0,visual,32100.0
0,0.0,visual,32540.0
0,0.0,visual,33350.0
0,0.0,visual,36980.0
0,0.0,visual,37280.0
0,0.0,visual,37890.0
0,0.0,visual,38880.0
0,0.0,visual,39670.0
0,0.0,visual,40200.0
0,0.0,visual,40430.0
0,0.0,visual,42050.0
0,0.0,visual,42510.0
0,0.0,visual,45300.0
0,0.0,visual,46220.0
0,0.0,visual,48420.0
0,0.0,visual,48960.0
0,0.0,visual,49110.0
0,0.0,visual,50120.0
0,0.0,visual,51340.0
0,0.0,visual,54670.0
0,0.0,visual,56680.0
0,0.0,visual,57520.0
0,0.0,visual,58120.0
0,0.0,visual,58490.0
0,0.0,visual,60590.0
0,0.0,visual,61080.0
0,0.0,visual,62200.0
0,0.0,visual,62260.0
0,0.0,visual,62470.0
0,0.0,visual,62580.0
0,0.0,visual,62990.0
0,0.0,visual,63630.0
0,0.0,visual,64600.0
0,0.0,visual,66470.0
0,0.0,visual,67560.0
0,0.0,visual,69660.0
0,0.0,visual,70150.0
0,0.0,visual,71420.0
0,0.0,visual,71690.0
0,0.0,visual,74380.0
0,0.0,visual,75290.0
0,0.0,visual,75520.0
0,0.0,visual,78460.0
0,0.0,visual,78630.0
0,0.0,visual,80630.0
0,0.0,visual,81200.0
0,0.0,visual,81610.0
0,0.0,visual,81750.0
0,0.0,visual,81920.0
0,0.0,visual,84390.0
0,0.0,visual,85270.0
1,23750.0,visual,25570.0
1,23750.0,visual,26380.0
1,23750.0,visual,27540.0
1,23750.0,visual,27860.0
1,23750.0,visual,31030.0
1,23750.0,visual,31350.0
1,23750.0,visual,31620.0
1,23750.0,visual,32100.0
1,23750.0,visual,32540.0
1,23750.0,visual,33350.0
1,23750.0,visual,36980.0
1,23750.0,visual,37280.0
1,23750.0,visual,37890.0
1,23750.0,visual,38880.0
1,23750.0,visual,39670.0
1,23750.0,visual,40200.0
1,23750.0,visual,40430.0
1,23750.0,visual,42050.0
1,23750.0,visual,42510.0
1,23750.0,visual,45300.0
1,23750.0,visual,46220.0
1,23750.0,visual,48420.0
1,23750.0,visual,48960.0
1,23750.0,visual,49110.0
1,23750.0,visual,50120.0
1,23750.0,visual,51340.0
1,23750.0,visual,54670.0
1,23750.0,visual,56680.0
1,23750.0,visual,57520.0
1,23750.0,visual,58120.0
1,23750.0,visual,58490.0
1,23750.0,visual,60590.0
1,23750.0,visual,61080.0
1,23750.0,visual,62200.0
1,23750.0,visual,62260.0
1,23750.0,visual,62470.0
1,23750.0,visual,62580.0
1,23750.0,visual,62990.0
