routine,t_avg,t_std,t_med,n
check_action_statuses,0.022,0.052,0.004,731
update_state,0.0,0.0,0.0,731
sense_environment,0.366,0.352,0.26,730
update_state_environment,0.002,0.022,0.0,730
get_environment_broadcasts,0.0,0.0,0.0,730
get_agent_broadcasts,0.0,0.0,0.0,730
sense,0.39,0.368,0.276,730
think,24.047,19.91,24.684,730
perform_broadcast,0.012,0.046,0.0,77
do,8.168,5.766,7.965,730
perform_wait_for_messages,8.579,5.611,8.227,688
perform_state_change,8.706,5.6,8.392,677
perform_measurement,0.746,0.55,0.63,35
