routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.009,0.0,2192
update_state,0.0,0.0,0.0,2192
sense_environment,0.824,0.449,0.816,2191
update_state_environment,0.003,0.01,0.0,2191
get_environment_broadcasts,0.0,0.002,0.0,2191
get_agent_broadcasts,0.0,0.003,0.0,2191
sense,0.83,0.452,0.821,2191
think,0.269,0.34,0.072,2191
perform_wait_for_messages,0.583,0.532,0.437,2164
do,0.583,0.531,0.441,2191
perform_state_change,0.923,0.474,1.03,32
perform_observation,0.665,0.404,0.651,25
perform_broadcast,0.013,0.012,0.013,2
