routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,438
_wait_for_messages,0.0,0.0,0.0,438
_preplan,1.373,0.0,1.373,1
_get_next_actions,0.0,0.0,0.0,438
preplanner/__get_new_requests,0.0,0.0,0.0,438
preplanner/__update_performed_requests,0.0,0.0,0.0,438
preplanner/_calc_arrival_times,0.244,0.082,0.232,101
preplanner/__update_access_times,0.056,1.175,0.0,438
preplanner/needs_initialized_plan,0.057,1.175,0.0,438
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.213,0.0,0.213,1
preplanner/initialize_plan,1.372,0.0,1.372,1
