routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.003,0.012,0.0,5152
__check_action_completion,0.0,0.0,0.0,5152
preplanner/update_percepts,0.0,0.003,0.0,5152
preplanner/needs_planning,0.0,0.0,0.0,5152
preplanner/calculate_access_times,0.408,0.0,0.408,1
preplanner/_schedule_observations,2.64,0.0,2.64,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,31.564,0.0,31.564,1
preplanner/_schedule_maneuvers,0.649,0.0,0.649,1
preplanner/__schedule_periodic_replan,0.021,0.0,0.021,1
preplanner/generate_plan,35.014,0.0,35.014,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,5152
replanner/update_percepts,0.005,0.015,0.001,5152
replanner/check_request_completion,0.0,0.0,0.0,5152
replanner/check_request_end_time,0.0,0.0,0.0,5152
replanner/compare_bids,0.0,0.001,0.0,5152
replanner/consensus_phase,0.0,0.001,0.0,5152
replanner/is_observation_path_valid,0.003,0.026,0.001,130241
replanner/needs_planning,0.006,0.018,0.0,5152
replanner/_get_available_requests,0.034,0.054,0.022,1212
replanner/planning_phase,1.163,4.368,0.054,156
replanner/_schedule_observations,2.099,2.098,1.503,156
replanner/_schedule_maneuvers,0.283,0.183,0.262,156
replanner/_schedule_broadcasts,0.015,0.034,0.007,156
replanner/_schedule_waits,0.0,0.0,0.0,156
replanner/generate_plan,3.603,5.02,2.157,156
replanner/calc_imaging_time,0.112,0.119,0.057,13
