Eclipse times for Spacecraft with id therm_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
48,219
641,811
1234,1404
1828,1997
2421,2589
3015,3182
3608,3775
4201,4367
4795,4960
5388,5553
5982,6145
6575,6738
7169,7331
7762,7923
8355,8516
