routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,210
__check_action_completion,0.0,0.0,0.0,210
preplanner/__get_new_requests,0.0,0.0,0.0,210
preplanner/__update_performed_requests,0.0,0.0,0.0,210
preplanner/_update_access_times,0.01,0.138,0.0,210
preplanner/needs_planning,0.0,0.0,0.0,210
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.831,0.0,0.831,1
preplanner/_schedule_broadcasts,0.0,0.0,0.0,2
preplanner/_schedule_maneuvers,0.175,0.0,0.175,1
preplanner/__schedule_periodic_replan,0.084,0.0,0.084,1
preplanner/generate_plan,1.324,0.0,1.324,1
replanner/__get_new_requests,0.0,0.0,0.0,210
replanner/__update_performed_requests,0.0,0.0,0.0,210
replanner/_update_access_times,0.017,0.145,0.0,210
replanner/_get_available_requests,0.0,0.0,0.0,3
replanner/_schedule_measurements,0.667,0.068,0.631,3
replanner/_schedule_broadcasts,0.0,0.0,0.0,6
replanner/_schedule_maneuvers,0.158,0.015,0.166,3
