routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.007,0.0,4997
__check_action_completion,0.0,0.0,0.0,4997
preplanner/update_percepts,0.0,0.001,0.0,4997
preplanner/needs_planning,0.0,0.0,0.0,4997
preplanner/calculate_access_times,0.299,0.0,0.299,1
preplanner/_schedule_observations,1.116,0.0,1.116,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,14.791,0.0,14.791,1
preplanner/_schedule_maneuvers,0.725,0.0,0.725,1
preplanner/__schedule_periodic_replan,0.423,0.0,0.423,1
preplanner/generate_plan,17.609,0.0,17.609,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,4997
replanner/update_percepts,0.005,0.013,0.001,4997
replanner/check_request_completion,0.0,0.0,0.0,4997
replanner/check_request_end_time,0.0,0.0,0.0,4997
replanner/compare_bids,0.0,0.0,0.0,4997
replanner/consensus_phase,0.0,0.0,0.0,4997
replanner/is_observation_path_valid,0.001,0.007,0.001,337020
replanner/needs_planning,0.007,0.021,0.0,4997
replanner/_get_available_requests,0.042,0.044,0.034,1208
replanner/planning_phase,4.606,5.337,3.874,207
replanner/_schedule_observations,1.015,0.94,0.781,207
replanner/_schedule_maneuvers,0.317,0.153,0.333,207
replanner/_schedule_broadcasts,0.009,0.029,0.005,207
replanner/_schedule_waits,0.0,0.0,0.0,207
replanner/generate_plan,5.966,5.629,4.914,207
replanner/calc_imaging_time,0.014,0.024,0.009,171
