routine,t_avg,t_std,t_med,n
img_2,0.068,0.066,0.049,1012
sar_0,0.073,0.075,0.055,1032
thm_0,0.074,0.068,0.058,997
sar_2,0.076,0.066,0.057,995
thm_1,0.074,0.063,0.056,1016
img_1,0.074,0.068,0.056,994
img_0,0.058,0.061,0.036,1059
thm_2,0.068,0.063,0.049,1017
sar_1,0.071,0.093,0.05,1003
