routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.004,0.017,0.0,7073
__check_action_completion,0.0,0.0,0.0,7073
preplanner/update_percepts,0.001,0.005,0.001,7073
preplanner/needs_planning,0.0,0.0,0.0,7073
preplanner/calculate_access_times,0.184,0.0,0.184,1
preplanner/_schedule_observations,0.68,0.0,0.68,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,29.863,0.0,29.863,1
preplanner/_schedule_maneuvers,0.749,0.0,0.749,1
preplanner/__schedule_periodic_replan,0.252,0.0,0.252,1
preplanner/generate_plan,31.74,0.0,31.74,1
replanner/needs_planning,0.0,0.0,0.0,7073
