routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,1.098,0.816,0.867,3038
therm_sat_0_0_wait,1.099,0.817,0.866,3038
sar_sat_0_0_wait,1.096,0.818,0.864,3038
vis_sat_0_1_wait,1.093,0.815,0.866,3038
therm_sat_0_1_wait,1.098,0.817,0.864,3038
sar_sat_0_1_wait,1.099,0.816,0.859,3038
vis_sat_0_2_wait,1.099,0.811,0.866,3038
therm_sat_0_2_wait,1.097,0.814,0.878,3038
clock_wait,1.204,0.835,0.964,3038
sim_runtime,3656.319,0.0,3656.319,1
