stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-01 12:00:00+00:00
n_events,790
n_events_detected,0
n_events_obs,0
n_reqs_total,25
n_reqs_init,25
n_reqs_gen,0
n_obs_unique_max,75
n_obs_unique_pos,69
n_obs_unique,69
n_obs_co,25
n_obs,105
u_max,25.0
u_total,15.997762345679014
u_norm,0.6399104938271606
