routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,55
update_state,0.0,0.0,0.0,55
sense_environment,0.025,0.016,0.022,54
update_state_environment,0.0,0.001,0.0,54
get_environment_broadcasts,0.0,0.0,0.0,54
get_agent_broadcasts,0.0,0.0,0.0,54
sense,0.026,0.016,0.023,54
think,0.688,3.184,0.014,54
perform_broadcast,0.002,0.002,0.001,19
do,0.348,2.365,0.017,54
perform_wait_for_messages,0.404,2.554,0.013,46
perform_state_change,0.472,2.773,0.007,39
perform_measurement,0.022,0.005,0.022,6
