routine,t_avg,t_std,t_med,n
check_action_statuses,0.006,0.037,0.0,3875
update_state,0.0,0.0,0.0,3875
sense_environment,0.194,0.201,0.157,3874
update_state_environment,0.002,0.023,0.0,3874
get_environment_broadcasts,0.017,0.045,0.0,3874
get_agent_broadcasts,0.139,0.691,0.0,3874
sense,0.358,0.78,0.202,3874
think,4.01,28.055,0.114,3874
perform_broadcast,0.01,0.05,0.0,1004
do,1.28,13.222,0.104,3874
perform_wait_for_messages,1.973,16.69,0.116,2420
perform_state_change,0.17,0.911,0.052,790
perform_observation,0.147,0.17,0.114,1161
