Satellite states are in CARTESIAN_EARTH_CENTERED_INERTIAL (equatorial-plane) frame.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.05
time index,x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
0,7077.730491448205,-61.76641825756404,-0.0,0.06548705619037658,7.504073369788591,0.0
1,7077.98717476771,13.474191026798605,0.0,-0.014285838968552615,7.5043455150002085,0.0
2,7077.444026932402,88.71327769216542,0.0,-0.09405711979013553,7.503769649443909,0.0
3,7076.101109319412,163.94233952397548,0.0,-0.17381777190995867,7.502345838194013,0.0
4,7073.958573681963,239.15287544050042,0.0,-0.25355878216467975,7.500074242144938,0.0
5,7071.016662132212,314.3363864535079,0.0,-0.3332711396105588,7.496955117993001,0.0
6,7067.275707113897,389.4843766286255,0.0,-0.41294583654167205,7.4929888182074365,0.0
7,7062.736131364767,464.588354045454,0.0,-0.49257386950785936,7.488175790990542,0.0
8,7057.398447868814,539.6398317571328,0.0,-0.5721462403320914,7.482516580227044,0.0
9,7051.263259798304,614.6303287494057,0.0,-0.6516539571273072,7.476011825422637,0.0
10,7044.331260445615,689.5513708990112,0.0,-0.7310880353125342,7.468662261631707,0.0
11,7036.603233144891,764.3944919312731,0.0,-0.8104394986281631,7.460468719374281,0.0
12,7028.080051183534,839.1512343767691,0.0,-0.8896993801502423,7.451432124542171,0.0
13,7018.762677703508,913.813150527122,0.0,-0.9688587233038429,7.441553498294347,0.0
14,7008.652165592502,988.3718033895683,0.0,-1.0479085828751298,7.430833956941537,0.0
15,6997.749657364962,1062.8187676403559,0.0,-1.126840026022187,7.419274711820091,0.0
16,6986.056385032977,1137.145630576838,0.0,-1.2056441332844656,7.406877069155093,0.0
17,6973.573669967051,1211.3439930681525,0.0,-1.2843119995907264,7.393642429912745,0.0
18,6960.302922746799,1285.4054705042988,0.0,-1.3628347352652896,7.379572289642074,0.0
19,6946.245643001535,1359.3216937436796,0.0,-1.441203467032652,7.364668238305907,0.0
20,6931.403419240826,1433.084310058759,0.0,-1.5194093390201093,7.3489319601012255,0.0
21,6915.777928674965,1506.684984080026,0.0,-1.5974435137585814,7.332365233268827,0.0
22,6899.370937025453,1580.1153987378668,0.0,-1.6752971731812207,7.314969929892386,0.0
23,6882.1842983254755,1653.3672562024117,0.0,-1.7529615196198722,7.296748015686904,0.0
24,6864.21995471038,1726.4322788212232,0.0,-1.8304277767992463,7.277701549776587,0.0
25,6845.4799361982095,1799.30221005471,0.0,-1.9076871908286779,7.257832684462143,0.0
26,6825.966360460317,1871.9688154090964,0.0,-1.9847310311912987,7.237143664977578,0.0
27,6805.681432582049,1944.4238833669904,0.0,-2.061550591730655,7.215636829236471,0.0
28,6784.627444813573,2016.6592263152618,0.0,-2.138137191634484,7.1933146075677925,0.0
29,6762.806776310847,2088.6666814702867,0.0,-2.2144821764156863,7.170179522441263,0.0
30,6740.221892866767,2160.438111800369,0.0,-2.2905769188903196,7.146234188182312,0.0
31,6716.875346632521,2231.965406945249,0.0,-2.3664128201524877,7.121481310676645,0.0
32,6692.769775829203,2303.240484132544,0.0,-2.4419813105459913,7.095923687064487,0.0
33,6667.907904449676,2374.255289091204,0.0,-2.517273850632801,7.069564205424482,0.0
34,6642.2925419507455,2445.0017969616133,0.0,-2.592281932157993,7.0424058444473365,0.0
35,6615.926582935706,2515.472013202426,0.0,-2.666997079011193,7.014451673099226,0.0
36,6588.813006827234,2585.657974493974,0.0,-2.7414108481844175,6.9857048502749945,0.0
37,6560.954877530687,2655.5517496381626,0.0,-2.8155148307261686,6.956168624441171,0.0
38,6532.355343087904,2725.145440454678,0.0,-2.8893006526916305,6.925846333268917,0.0
39,6503.01763532145,2794.4311826735407,0.0,-2.9627599760889836,6.894741403256831,0.0
40,6472.945069469405,2863.401146823778,0.0,-3.0358844998216146,6.862857349343759,0.0
41,6442.14104381077,2932.0475391181344,0.0,-3.108665960626113,6.830197774511606,0.0
42,6410.609039281399,3000.36260233386,0.0,-3.1810961340061192,6.79676636937817,0.0
43,6378.35261908069,3068.338616689254,0.0,-3.253166835161668,6.762566911780097,0.0
44,6345.375428268904,3135.9679007160175,0.0,-3.3248699199140894,6.727603266345992,0.0
45,6311.681193355291,3203.242812127292,0.0,-3.3961972856263336,6.691879384059691,0.0
46,6277.273721876946,3270.1557486812694,0.0,-3.467140872118607,6.655399301813784,0.0
47,6242.1569019685985,3336.6991490402315,0.0,-3.5376926625791527,6.618167141953458,0.0
48,6206.334701923189,3402.865493625045,0.0,-3.6078446844702214,6.580187111810632,0.0
49,6169.811169743483,3468.6473054648513,0.0,-3.6775890104289406,6.541463503228544,0.0
50,6132.590432684619,3534.037151042002,0.0,-3.746917759163152,6.502000692076751,0.0
51,6094.676696787719,3599.0276411320806,0.0,-3.8158230963420317,6.461803137756635,0.0
52,6056.074246404582,3663.6114316388944,0.0,-3.8842972354813727,6.420875382697481,0.0
53,6016.78744371358,3727.7812244243387,0.0,-3.952332438823451,6.3792220518432075,0.0
54,5976.820728226673,3791.5297681331735,0.0,-4.019921018211473,6.33684785212967,0.0
55,5936.178616287758,3854.8498590124063,0.0,-4.087055335958322,6.293757571952814,0.0
56,5894.865700562314,3917.7343417253296,0.0,-4.15372780570963,6.249956080627564,0.0
