routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.02,0.0,1553
update_state,0.0,0.0,0.0,1553
sense_environment,0.191,0.114,0.186,1552
update_state_environment,0.001,0.005,0.0,1552
get_environment_broadcasts,0.0,0.0,0.0,1552
get_agent_broadcasts,0.0,0.0,0.0,1552
sense,0.197,0.119,0.192,1552
think,0.209,1.847,0.085,1552
perform_broadcast,0.017,0.04,0.0,253
do,0.714,0.897,0.205,1552
perform_wait_for_messages,0.784,0.912,0.258,1398
perform_state_change,0.791,0.917,0.255,1377
perform_measurement,0.102,0.082,0.079,70
