routine,t_avg,t_std,t_med,n,t_total
check_action_statuses,0.002,0.013,0.0,12066,26.459623968989035
update_state,0.001,0.006,0.0,12066,8.516630324204016
sense_environment,0.183,0.161,0.14,12065,2205.8961148272283
update_state_environment,0.002,0.011,0.0,12065,23.482896699159028
get_environment_broadcasts,0.001,0.009,0.0,12065,13.511403180084018
get_agent_broadcasts,0.014,0.035,0.0,12065,170.79341425839448
sense,0.203,0.168,0.16,12065,2454.115974637836
think,0.224,0.239,0.127,12065,2701.467369521113
perform_broadcast,0.013,0.034,0.001,364,4.8190111489420815
do,0.188,0.183,0.134,12065,2269.1645686858865
perform_wait_for_messages,0.189,0.184,0.135,11701,2206.3458798760257
perform_state_change,0.188,0.17,0.141,593,111.70044251707805
perform_observation,0.145,0.151,0.1,363,52.46812728796795
