routine,t_avg,t_std,t_med,n
thm_0,0.017,0.014,0.016,275
thm_2,0.017,0.014,0.016,171
img_2,0.016,0.005,0.016,321
sar_0,0.016,0.007,0.015,297
thm_1,0.017,0.01,0.016,360
img_1,0.018,0.045,0.016,384
img_0,0.016,0.008,0.015,272
sar_1,0.018,0.016,0.016,189
sar_2,0.018,0.013,0.016,276
